run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-001,PRJ-20260621-0145,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,Unknown,Phoenix,Quarterra,Apartment,Site Acquisition / Site Control,95,36,95,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-002,PRJ-20260621-0063,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,PEF Advisors,Affordable Housing,Refinancing / Recapitalization,63,27,94,Strong Institutional Signal,10,11,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 11 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-003,PRJ-20260621-0118,Acquisition - New York - Delshah Makes Second Williamsburg Foray in Three Months,New York,New York,JLL,Apartment,Site Acquisition / Site Control,89,36,92,Strong Institutional Signal,7,11,Institutional capital movement,Priority Asset Watch,Review immediately,"7 source file(s), 11 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-004,PRJ-20260621-0061,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",California,California,JLL,Apartment,Unknown Stage,100,59,91,Strong Institutional Signal,10,22,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 22 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-005,PRJ-20260621-0057,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,CBRE,Apartment,Unknown Stage,100,32,91,Strong Institutional Signal,9,22,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 22 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-006,PRJ-20260621-0067,BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,Florida,Florida,Dwight Mortgage Trust,BTR / Single-Family Rental,Unknown Stage,84,31,89,Strong Institutional Signal,7,8,BTR expansion,Priority Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-007,PRJ-20260621-0069,Construction Financing - Florida - Kolter Secures $91.7M Construction Loan Starts Work on Delray Beach Luxury Multifamily Ren...,Florida,Florida,Unknown,Apartment,Refinancing / Recapitalization,71,54,89,Strong Institutional Signal,7,7,Refinancing opportunity,Strategic Asset Watch,Review immediately,"7 source file(s), 7 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-008,PRJ-20260621-0062,Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,California,California,Marcus & Millichap,Apartment,Unknown Stage,95,31,88,Strong Institutional Signal,6,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-009,PRJ-20260621-0096,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Miami / Florida,Unknown,Berkadia,Apartment,Refinancing / Recapitalization,57,28,88,Strong Institutional Signal,6,9,Refinancing opportunity,Strategic Asset Watch,Review immediately,"6 source file(s), 9 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-21,20260621-000747-ec7072ff,HCW-20260621-010,PRJ-20260621-0060,"General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",California,Unknown,Fairfield Residential,Apartment,Unknown Stage,50,31,87,Strong Institutional Signal,7,8,LA urban infill opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
