run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,California,Apartment,22,19,10,87.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Los Angeles,Affordable Housing,11,9,4,88.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,National / Other,Multifamily,29,10,6,69.7,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Florida,Apartment,9,9,6,97.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,New York,Office-to-Residential Conversion,8,5,5,81.8,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Arizona,Apartment,5,4,3,88.8,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Phoenix,Apartment,5,4,3,88.8,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Southeast,Apartment,5,4,2,84.6,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Seattle,Apartment,3,3,2,91.7,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Sun Belt,Apartment,1,1,0,86.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Texas,Student Housing,1,0,0,61.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Dallas,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
