run_date,run_id,watchlist_category,item_name,market,residential_sector,gp_or_developer,score,priority_label,status_or_stage,signal_quality_label,recommended_follow_up,source_report
2026-06-21,20260621-000747-ec7072ff,LA Assets,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",Los Angeles,Apartment,JLL,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,"Entitlement / Permitting - California - Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Entitlement / Planning,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Entitlement / Permitting - Beverly Hills / California - Infill housing in progress at 3676 S. Kelton Ave. in Palms,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Unknown,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Entitlement / Permitting - Los Angeles / California - Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Unknown,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Los Angeles,Apartment,CBRE,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,"General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",Los Angeles,Apartment,Fairfield Residential,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Development Start - Miami / Florida - Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Under Construction,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Disposition / Exit - San Francisco / California - Levin Johnston Arranges Two Sales on San Francisco Peninsula,Los Angeles,Apartment,Marcus & Millichap,100,High relevance to Woomi site strategy,Unknown,,Monitor asset for repeated local confirmation,la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,LA Assets,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Los Angeles,Apartment,CBRE,100,High relevance to Woomi site strategy,Site Controlled,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-06-21,20260621-000747-ec7072ff,Capital Flow,Arizona,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
