run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Arizona,Acquisition / Buyer,Arizona,Acquisition,2026-05-22,2026-05-26,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Florida,Acquisition / Buyer,Florida,Acquisition,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,"Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut","Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",Acquisition / Buyer,Other / Unknown,Acquisition,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Acquisition - Washington DC - Sentinel Real Estate Acquires Luxury Apartment Community in Potomac,Washington Dc,Acquisition / Buyer,Washington DC,Acquisition,2026-06-13,2026-06-16,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Acquisition - Washington DC - Sentinel Real Estate Acquires Luxury Apartment Community in Potomac,Washington DC,Acquisition / Buyer,Washington DC,Acquisition,2026-06-13,2026-06-16,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Alliance Residential,Riverside,JV / Partnership,Riverside / California,JV / Partnership,2026-06-01,2026-06-08,15,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Alliance Residential,California,JV / Partnership,Riverside / California,JV / Partnership,2026-06-01,2026-06-08,30,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,Alliance Residential,California,JV / Partnership,California,JV / Partnership,2026-05-29,2026-06-01,20,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,AvalonBay,Los Angeles,Pricing / Valuation Signal,National,General Project Signal,2026-05-21,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,AvalonBay,equity residential,Capital Flow,National,General Project Signal,2026-05-21,2026-05-27,10,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,AvalonBay,National,Market Expansion,National,General Project Signal,2026-05-21,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,AvalonBay,New York,Market Expansion,New York,General Project Signal,2026-05-25,2026-05-26,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,BGO,Sun Belt,Acquisition / Buyer,Sun Belt,Acquisition,2026-05-20,2026-05-20,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,BHI,Office-to-Residential Conversion - Other / Unknown - BHI Lends $170M on Third Avenue Office-to-Resi Conversion,General Association,Other / Unknown,Office-to-Residential Conversion,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-21,20260621-000747-ec7072ff,2026-06-21 00:07:47,"BTR / Build-to-Rent - National - House Passes BTR-Friendly Housing Bill, But Senate Fight Looms",National,Market Expansion,National,BTR / Build-to-Rent,2026-05-20,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
