run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-05-29,20260529-230138-14a22af3,HCW-20260529-001,PRJ-20260529-0048,JV / Partnership - California - Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Commu...,California,California,Alliance Residential,Apartment,Delivery / Opening,99,30,93,Strong Institutional Signal,9,20,Institutional capital movement,Priority Asset Watch,Review immediately,"9 source file(s), 20 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-002,PRJ-20260529-0061,Refinancing - Florida - Benefit Street Partners Provides $82M Refi for Sarasota County Multifamily,Florida,Florida,Crescent Communities,Multifamily,Delivery / Opening,83,38,92,Strong Institutional Signal,8,10,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 10 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-003,PRJ-20260529-0043,"Acquisition - Arizona - Wood Partners Sells 278-Unit Alta Rise Multifamily Community in Gilbert, Arizona",Arizona,Arizona,Wood Partners,Apartment,Delivery / Opening,87,18,91,Strong Institutional Signal,7,8,Institutional capital movement,Strategic Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-006,PRJ-20260529-0045,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Wood Partners,Apartment,Unknown Stage,87,31,90,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-005,PRJ-20260529-0084,Refinancing - New York - PNC Bank Refis West Village Apartment Building With $404M Loan,New York,Manhattan,Unknown,Apartment,Refinancing / Recapitalization,85,56,90,Strong Institutional Signal,4,6,Refinancing opportunity,Priority Asset Watch,Review immediately,"4 source file(s), 6 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-004,PRJ-20260529-0098,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,New York,Unknown,Mixed-Use Residential,Site Acquisition / Site Control,81,44,90,Strong Institutional Signal,8,18,Construction start pipeline,Priority Asset Watch,Review immediately,"8 source file(s), 18 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-008,PRJ-20260529-0055,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,Unknown,Apartment,Refinancing / Recapitalization,86,67,88,Strong Institutional Signal,7,34,Refinancing opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 34 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-007,PRJ-20260529-0087,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Miami,Unknown,Apartment,Refinancing / Recapitalization,85,47,88,Strong Institutional Signal,4,22,Refinancing opportunity,Priority Asset Watch,Review immediately,"4 source file(s), 22 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-009,PRJ-20260529-0047,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Sun Belt,Atlanta,Unknown,Apartment,Refinancing / Recapitalization,68,47,88,Strong Institutional Signal,5,23,Refinancing opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 23 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-010,PRJ-20260529-0053,Entitlement / Permitting - California - Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,California,Unknown,Lincoln Property Company,Apartment,Unknown Stage,50,31,87,Strong Institutional Signal,8,9,Entitlement progression,Priority Asset Watch,Review immediately,"8 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-011,PRJ-20260529-0063,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Unknown,Apartment,Site Acquisition / Site Control,72,55,86,Strong Institutional Signal,7,18,Refinancing opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 18 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-012,PRJ-20260529-0097,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,New York,New York,RXR,Office-to-Residential Conversion,Unknown Stage,65,32,86,Strong Institutional Signal,7,8,Institutional capital movement,Strategic Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-013,PRJ-20260529-0116,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,Sun Belt,Phoenix,Unknown,Apartment,Unknown Stage,71,34,83,Institutional Watch,4,8,Institutional capital movement,Strategic Asset Watch,Maintain on strategic radar,"4 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-29,20260529-230138-14a22af3,HCW-20260529-014,PRJ-20260529-0093,Construction Financing - National - Basis Investment Group Announces $43M Refinancing and Lease-Up of Newly Constructed Class-...,Unknown,National,Unknown,Multifamily,Refinancing / Recapitalization,84,45,82,Institutional Watch,3,9,Refinancing opportunity,Priority Asset Watch,Watch refinancing timing,"3 source file(s), 9 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
