run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Apartment,32,29,16,26,89.2,Sun Belt,Developer Strategy,Wood Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Affordable Housing,11,6,3,8,80.8,Los Angeles,Developer Strategy,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Multifamily,18,5,8,11,69.2,National,Developer Strategy,Alliance Residential,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Office-to-Residential Conversion,2,2,0,2,87.5,National,Financing Risk,RXR,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,BTR / Single-Family Rental,1,1,1,1,85.0,Sun Belt,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Student Housing,3,0,2,3,61.7,Other / Unknown,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Mixed-Use Residential,3,2,0,1,79.7,Los Angeles,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Senior Housing,1,1,0,1,85.0,California,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,General Residential,3,0,2,2,61.3,Los Angeles,Institutional Flow,None detected,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-05-29,20260529-230138-14a22af3,2026-05-29 23:01:38,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
