run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-07-01,20260701-000701-05607635,TIM-20260701-042,Distress Sale Timing,Santa Monica / California,Affordable Housing,Unknown,Unknown,Construction Financing - Santa Monica / California - Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,2025,Immediate / 0-3 Months,76,Medium,Distress Sale Timing,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,,https://la.urbanize.city/post/construction-commences-mixed-use-project-2025-and-2051-wilshire-santa-monica,"Prepare sponsor, lender, and rescue-capital watchlist",Weekly
2026-07-01,20260701-000701-05607635,TIM-20260701-001,Refinancing / Maturity Window,New York City / New York,Apartment,JLL,JLL,Refinancing - New York City / New York - Citigroup Refis East Village Apartment Building With $45M CMBS Loan,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Citigroup Refis East Village Apartment Building With $45M CMBS Loan,Commercial Observer,https://commercialobserver.com/2026/06/citigroup-east-village-manhattan-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-01,20260701-000701-05607635,TIM-20260701-030,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-01,20260701-000701-05607635,TIM-20260701-031,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-01,20260701-000701-05607635,TIM-20260701-032,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-01,20260701-000701-05607635,TIM-20260701-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-01,20260701-000701-05607635,TIM-20260701-012,Recapitalization Timing,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",No explicit timing reference,Unknown Timing,70,Medium,Recapitalization Timing; recapitalization,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-07-01,20260701-000701-05607635,TIM-20260701-003,Acquisition Window,Other / Unknown,Apartment,Freddie Mac,Freddie Mac,Acquisition - Other / Unknown - Northmarq Secures $14.3M Financing of 148-Unit Multifamily Community in Leavenworth Kansas,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Northmarq Secures $14.3M Financing of 148-Unit Multifamily Community in Leavenworth Kansas,Yield PRO,https://yieldpro.com/2026/06/station-lofts-kansas-state/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-01,20260701-000701-05607635,TIM-20260701-004,Acquisition Window,Other / Unknown,Apartment,Freddie Mac,Freddie Mac,Acquisition - Other / Unknown - Northmarq Secures $14M Financing for 148-Unit Multifamily in KS,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Northmarq Secures $14M Financing for 148-Unit Multifamily in KS,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-secures-14m-financing-for-148-unit-multifamily-in-ks/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-01,20260701-000701-05607635,TIM-20260701-006,Acquisition Window,Phoenix / Arizona,Apartment,Unknown,northmarq,Acquisition - Phoenix / Arizona - Tide Equities Sells Phoenix Rental Asset for $41M,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Tide Equities Sells Phoenix Rental Asset for $41M,Connect CRE Phoenix,https://www.connectcre.com/stories/tide-equities-sells-phoenix-rental-asset-for-41m/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-01,20260701-000701-05607635,TIM-20260701-014,Acquisition Window,Seattle,Affordable Housing,Unknown,Unknown,Acquisition - Seattle - Seattle Housing Agency Buys First Multifamily Property for $60.9M,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Seattle Housing Agency Buys First Multifamily Property for $60.9M,REBusiness Online,https://rebusinessonline.com/seattle-housing-agency-buys-first-multifamily-property-for-60-9m/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
