run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-4E6B95AF7A,DCL-20260701-035,90,"Acquisition - National - JLL, GA Group Broker $75M Sale-Leaseback of Family Dollar-Occupied Retail Portfolio Across...","Acquisition - Acquisition - National - JLL, GA Group Broker $75M Sale-Leaseback of Family Dollar-Occupied Retail Portfolio Across...",Acquisition - JLL - National,Acquisition,National,General Residential,JLL,JLL,,$75M; $75M; $75 million,,1,1,1,REBusiness Online,"JLL, GA Group Broker $75M Sale-Leaseback of Family Dollar-Occupied Retail Portfolio Across 19 States",National,60
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-7D88C8FB5B,DCL-20260701-002,90,"Construction Financing - Tampa / Florida - Focus, Bradford Allen Ink $135M Tampa Bay Construction Loan","Construction Financing - Construction Financing - Tampa / Florida - Focus, Bradford Allen Ink $135M Tampa Bay Construction Loan",Construction Financing - Affinius Capital - Sun Belt,Construction Financing,Tampa / Florida,Apartment,Affinius Capital,Unknown,373 apartments,$135M; $135M; $135 million,$135M,1,1,1,Connect CRE Apartments,"Focus, Bradford Allen Ink $135M Tampa Bay Construction Loan",Tampa / Florida,86
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-7B1E4E9A99,DCL-20260701-003,90,Construction Financing - New York - Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,Construction Financing - Construction Financing - New York - Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,Construction Financing - Walker & Dunlop - walker & dunlop - New York,Construction Financing,New York,Apartment,Walker & Dunlop,walker & dunlop,,$68.75; $68.75,$68.75,1,1,1,Connect CRE,Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,New York,85
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-6CA05EF919,DCL-20260701-005,90,Construction Financing - New York - Walker & Dunlop Arranges $68.75M Construction Loan for Yonkers Luxury Multifamily Tower,Construction Financing - Construction Financing - New York - Walker & Dunlop Arranges $68.75M Construction Loan for Yonkers Luxury Multifamily Tower,Construction Financing - Walker & Dunlop - walker & dunlop - New York,Construction Financing,New York,Multifamily,Walker & Dunlop,walker & dunlop,,$68.75M; $68.75 million; $68.75m,$68.75M,1,1,1,Yield PRO,Walker & Dunlop Arranges $68.75M Construction Loan for Yonkers Luxury Multifamily Tower,New York,80
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-BB73BB97D4,DCL-20260701-001,90,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - CBRE - California,Disposition / Exit,California,Apartment,CBRE,CBRE,,$8.12; $8.12,,1,1,1,Connect CRE Orange County,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,89
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-5508FCE9F0,DCL-20260701-013,90,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - CBRE - California,Disposition / Exit,California,General Residential,CBRE,CBRE,,$11 million; $1; $11 million,,1,1,1,Connect CRE Orange County,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,74
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-43CF99A7D6,DCL-20260701-031,90,Disposition / Exit - San Francisco / California - San Francisco Hospitality Group Divests Boutique Hotel in Japantown,Disposition / Exit - Disposition / Exit - San Francisco / California - San Francisco Hospitality Group Divests Boutique Hotel in Japantown,Disposition / Exit - CBRE - California,Disposition / Exit,San Francisco / California,General Residential,CBRE,CBRE,,$7.3; $7.3,,1,1,1,Connect CRE California,San Francisco Hospitality Group Divests Boutique Hotel in Japantown,San Francisco / California,64
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-61A2EF8BC5,DCL-20260701-011,90,General Project Signal - New York City / New York - Citi Lends $45M on Luxury East Village Multifamily,General Project Signal - General Project Signal - New York City / New York - Citi Lends $45M on Luxury East Village Multifamily,General Project Signal - JLL - New York,General Project Signal,New York City / New York,Apartment,JLL,JLL,,$45M; $45M; $44.5,$45M,1,1,1,Connect CRE,Citi Lends $45M on Luxury East Village Multifamily,New York City / New York,75
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-9CB2969C7D,DCL-20260701-033,90,General Project Signal - New York City / New York - JLL Arranged $44.5M Loan to Finance Benchmark Property in Manhattan’s East Village,General Project Signal - General Project Signal - New York City / New York - JLL Arranged $44.5M Loan to Finance Benchmark Property in Manhattan’s East Village,General Project Signal - JLL - New York,General Project Signal,New York City / New York,General Residential,JLL,JLL,,$44.5M; $44.5 million; $44.5m,$44.5M,1,1,1,Yield PRO,JLL Arranged $44.5M Loan to Finance Benchmark Property in Manhattan’s East Village,New York City / New York,61
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DFP-F1A9F76603,DCL-20260701-027,90,General Project Signal - Dallas / Texas - JPI Moving Forward on $113M McKinney Apartment Venture,General Project Signal - General Project Signal - Dallas / Texas - JPI Moving Forward on $113M McKinney Apartment Venture,General Project Signal - JPI - Los Angeles,General Project Signal,Dallas / Texas,Apartment,JPI,Unknown,200 apartments,$113M; $113M; $113 million,,1,1,1,Connect CRE Apartments,JPI Moving Forward on $113M McKinney Apartment Venture,Dallas / Texas,65
