run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,California,Affordable Housing,22,17,10,88.4,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Los Angeles,Affordable Housing,14,12,7,93.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,National / Other,Multifamily,29,14,6,72.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Texas,Apartment,7,6,4,83.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,New York,Apartment,9,6,4,83.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Florida,Apartment,7,5,4,83.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Arizona,Apartment,4,3,3,88.5,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Phoenix,Apartment,4,3,3,88.5,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Dallas,Apartment,4,3,3,82.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Southeast,Mixed-Use Residential,6,3,3,70.3,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Seattle,Affordable Housing,2,2,1,92.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Austin,Mixed-Use Residential,1,1,0,77.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,Sun Belt,Multifamily,1,0,0,68.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
