run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-004,DFP-35A5B6E5A2,2,Citigroup Refis East Village Apartment Building With $45M CMBS Loan,Citigroup Refis East Village Apartment Building With $45M CMBS Loan,89,67,1,1,0,0,Yes,Refinancing Gap,,New York City / New York,Apartment
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-021,DFP-920342F693,2,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",87,72,1,1,0,0,Yes,Recapitalization Opportunity,,California,Affordable Housing
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-002,DFP-7D88C8FB5B,2,"Focus, Bradford Allen Ink $135M Tampa Bay Construction Loan","Focus, Bradford Allen Ink $135M Tampa Bay Construction Loan",86,64,1,1,0,0,Yes,Construction Financing Gap,,Tampa / Florida,Apartment
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-018,DFP-E1156DD8DE,2,PCCP Provides a $61.3M Loan for the Refinance of Class A 287-Unit Apartment Community Parc Riverside East in Washington DC,PCCP Provides a $61.3M Loan for the Refinance of Class A 287-Unit Apartment Community Parc Riverside East in Washington DC,86,61,1,1,0,0,Yes,Refinancing Gap,,Riverside / California,Apartment
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-005,DFP-6CA05EF919,2,Walker & Dunlop Arranges $68.75M Construction Loan for Yonkers Luxury Multifamily Tower,Walker & Dunlop Arranges $68.75M Construction Loan for Yonkers Luxury Multifamily Tower,85,65,1,1,0,0,Yes,Construction Financing Gap,,New York,Multifamily
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-003,DFP-7B1E4E9A99,2,Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,84,63,1,1,0,0,Yes,Construction Financing Gap,,New York,Apartment
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-030,DFP-9D546ED03B,2,Red Oak Capital Provides $3.4M Bridge Loan for Killeen Apartment Complex,Red Oak Capital Provides $3.4M Bridge Loan for Killeen Apartment Complex,63,59,1,1,0,0,Yes,Acquisition Opportunity,,Texas,Apartment
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-009,DFP-5315A5459E,2,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,63,58,1,1,0,0,Yes,Construction Financing Gap,,Santa Monica / California,Affordable Housing
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-038,DFP-4189B27897,2,Dwight Capital Closes Two Corpus Christi Loans Totaling $96M,Dwight Capital Closes Two Corpus Christi Loans Totaling $96M,62,57,1,1,0,0,Yes,Refinancing Gap,,Texas,Apartment
2026-07-01,20260701-000701-05607635,2026-07-01 00:07:01,DCL-20260701-024,DFP-26DD99E070,2,BridgeCity Lends $72M on Long Island City Apartments Build,BridgeCity Lends $72M on Long Island City Apartments Build,60,57,1,1,0,0,Yes,Construction Financing Gap,,New York City / New York,Apartment
