run_date,run_id,run_timestamp,source_name,source_category,platform_type,source_priority_tier,source_status,activation_type,feed_url,last_successful_fetch,fetch_attempts,fetch_success_rate,entries_found,articles_saved,signal_density_score,gp_signal_count,deal_signal_count,capital_markets_signal_count,residential_sector_signal_count,california_signal_count,la_signal_count,institutional_signal_count,source_quality_score,source_priority_label
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Connect CRE Orange County,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=orange-county,2026-05-25 23:02:12,1,100,10,3,100,2,2,0,2,3,0,2,84,Production Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Connect CRE,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed/,2026-05-25 23:02:12,1,100,10,3,100,2,3,1,3,1,0,2,80,Production Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Urbanize LA,Regional / California / LA Sources,Other,Tier 3,Working,RSS,https://la.urbanize.city/rss.xml,2026-05-25 23:02:12,1,100,10,7,100,6,1,0,6,2,4,1,80,Production Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Yield PRO,Core Multifamily News,Other,Tier 3,Working,RSS,https://yieldpro.com/feed/,2026-05-25 23:02:12,1,100,10,9,100,6,3,3,9,1,0,3,80,Production Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Blackstone Real Estate,Developer / GP Newsrooms,Other,Tier 1,Working,RSS,https://www.blackstone.com/news/rss/,2026-05-25 23:02:12,1,100,10,3,60,0,1,2,0,0,0,3,78,High Value Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Connect CRE South Florida,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=south-florida,2026-05-25 23:02:12,1,100,10,5,100,4,3,2,5,0,0,0,77,High Value Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,SF YIMBY,Regional / California / LA Sources,Other,Tier 3,Working,RSS,https://sfyimby.com/feed,2026-05-25 23:02:12,1,100,5,4,100,4,0,0,4,2,0,0,74,High Value Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,REBusiness Online,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://rebusinessonline.com/feed/atom/,2026-05-25 23:02:12,1,100,20,5,85,3,4,3,5,0,0,2,73,High Value Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Bisnow,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.bisnow.com/rss,2026-05-25 23:02:12,1,100,30,8,67,5,1,3,7,1,0,3,72,High Value Source
2026-05-25,20260525-230212-45b2fe12,2026-05-25 23:02:12,Connect CRE Charlotte,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=charlotte,2026-05-25 23:02:12,1,100,10,3,90,1,2,2,3,0,0,1,71,High Value Source
