run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-022,Construction Start,National,Apartment,Unknown,Fannie Mae,Development Start - National - Multifamily starts forecasts mostly lower in May,in 2026,Immediate / 0-3 Months,79,High,Construction Start; starts in,Multifamily starts forecasts mostly lower in May,Yield PRO,https://yieldpro.com/2026/05/multifamily-starts-forecasts-mostly-lower-in-may/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-031,Entitlement / Permitting,Other / Unknown,Apartment,Unknown,Unknown,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,in 2024,Immediate / 0-3 Months,78,High,Entitlement / Permitting; permitting,Shorter Apartment Construction Time in 2024,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2025/10/shorter-apartment-construction-time-in-2024/,"Track entitlement, zoning, permitting, and public-agency milestones",Weekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-002,Acquisition Window,California,Multifamily,Unknown,CBRE,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four Years,Yield PRO,https://yieldpro.com/2026/05/16-powerhouse/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-006,Acquisition Window,California,Apartment,Unknown,Unknown,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-008,Entitlement / Permitting,California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,No explicit timing reference,Unknown Timing,73,Medium,Entitlement / Permitting; permitting,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-001,Entitlement / Permitting,Los Angeles,Workforce Housing,Unknown,Unknown,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,No explicit timing reference,Unknown Timing,73,Medium,Entitlement / Permitting; permitting,Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-015,Office-to-Residential Conversion Timing,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,No explicit timing reference,Unknown Timing,73,Medium,Office-to-Residential Conversion Timing,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,Monitor sector-specific platform timing and potential partnership relevance,Biweekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-010,Refinancing / Maturity Window,New York,Apartment,Unknown,Unknown,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,REBusiness Online,https://rebusinessonline.com/dwight-capital-provides-54m-hud-insured-loan-for-refinancing-of-queens-apartment-building/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-035,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-05-25,20260525-230212-45b2fe12,TIM-20260525-014,Entitlement / Permitting,Los Angeles,Multifamily,Unknown,Unknown,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,No explicit timing reference,Unknown Timing,69,Medium,Entitlement / Permitting; permitting,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Urbanize LA,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
