run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-026,Entitlement / Permitting,Other / Unknown,Apartment,Unknown,Unknown,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2025,in 2025,Immediate / 0-3 Months,78,High,Entitlement / Permitting; permitting,Shorter Apartment Construction Time in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/09/shorter-apartment-construction-time-in-2025/,"Track entitlement, zoning, permitting, and public-agency milestones",Weekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-003,Recapitalization Timing,California,Apartment,JPI,pgim,Recapitalization - California - PGIM Sells Orange County Multifamily Asset for $154M,No explicit timing reference,Unknown Timing,74,Medium,Recapitalization Timing; recapitalization,PGIM Sells Orange County Multifamily Asset for $154M,Yield PRO,https://yieldpro.com/2026/09/edge-anaheim/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-007,Acquisition Window,California,Apartment,Marcus & Millichap,Unknown,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,No explicit timing reference,Unknown Timing,73,Medium,Acquisition Window,MMCC Arranges Financing for Orange Multifamily Acquisition,Connect CRE Orange County,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-006,Refinancing / Maturity Window,Miami / Florida,Apartment,Berkadia,Berkadia,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Connect CRE South Florida,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-012,Refinancing / Maturity Window,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - Gantry Secures $50.8M in CMBS Financing for Two Kansas City Apartment Communities,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Gantry Secures $50.8M in CMBS Financing for Two Kansas City Apartment Communities,REBusiness Online,https://rebusinessonline.com/gantry-secures-50-8m-in-cmbs-financing-for-two-kansas-city-apartment-communities/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-017,Refinancing / Maturity Window,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - M&T RCC Closes on Bridge Loan for New Haven Apartments,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,M&T RCC Closes on Bridge Loan for New Haven Apartments,Connect CRE,https://www.connectcre.com/stories/498497-2/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-001,Refinancing / Maturity Window,Sun Belt,Multifamily,Blackstone,Unknown,Refinancing - Sun Belt - Blackstone Eyes Multifamily Portfolio Collection Spanning Seven States in the Sun Belt,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Blackstone Eyes Multifamily Portfolio Collection Spanning Seven States in the Sun Belt,Yield PRO,https://yieldpro.com/2026/09/legacy-north-plano/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-004,Acquisition Window,California,Apartment,Freddie Mac,Freddie Mac,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,No explicit timing reference,Unknown Timing,70,Medium,Acquisition Window,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Connect CRE Orange County,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-028,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-17,20260917-010652-e8f1769e,TIM-20260917-029,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
