run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0044,Recapitalization - California - PGIM Sells Orange County Multifamily Asset for $154M,100,DST-20260917-003,DFP-DFFCFA2AA0,DCL-20260917-003,recapitalization need,California,Apartment,JPI,pgim,Recapitalization - California - PGIM Sells Orange County Multifamily Asset for $154M,80,Critical Distress Watch,Recapitalization; recapitalization,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",PGIM Sells Orange County Multifamily Asset for $154M,https://yieldpro.com/2026/09/edge-anaheim/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0138,Refinancing - Sun Belt - Blackstone Eyes Multifamily Portfolio Collection Spanning Seven States in the Sun Belt,100,DST-20260917-001,DFP-15941FEB62,DCL-20260917-001,refinancing stress,Sun Belt,Multifamily,Blackstone,Unknown,Refinancing - Sun Belt - Blackstone Eyes Multifamily Portfolio Collection Spanning Seven States in the Sun Belt,70,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Blackstone Eyes Multifamily Portfolio Collection Spanning Seven States in the Sun Belt,https://yieldpro.com/2026/09/legacy-north-plano/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0084,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,DST-20260917-006,DFP-8316C3FE88,DCL-20260917-006,construction loan gap,Miami / Florida,Apartment,Berkadia,Berkadia,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,67,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Development Group Inks $58M Construction Loan for Coconut Grove Condos,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0084,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,DST-20260917-008,DFP-9F93C50581,DCL-20260917-008,refinancing stress,Miami / Florida,Apartment,Berkadia,Berkadia,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0111,Construction Financing - Other / Unknown - JLL Capital Markets Arranges $45.75M Financing for 7 Hartwell Avenue in Lexington,100,DST-20260917-013,DFP-33923E28F4,DCL-20260917-013,construction loan gap,Other / Unknown,Apartment,JLL,JLL,Construction Financing - Other / Unknown - Affinius Furnishes Construction Loan for Lexington Luxury Rentals,64,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Affinius Furnishes Construction Loan for Lexington Luxury Rentals,https://www.connectcre.com/stories/affinuius-furnishes-construction-loan-for-lexington-luxury-rentals/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0115,Entitlement / Permitting - Other / Unknown - Port of Cleveland Greenlights Multifamily Mixed-Use Redevelopment Project Financing,80,DST-20260917-033,DFP-D885E12ED4,DCL-20260917-033,bridge loan stress,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - M&T RCC Closes on Bridge Loan for New Haven Apartments,60,High Distress Watch,Refinancing; bridge loan; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",M&T RCC Closes on Bridge Loan for New Haven Apartments,https://www.connectcre.com/stories/498497-2/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0111,Construction Financing - Other / Unknown - JLL Capital Markets Arranges $45.75M Financing for 7 Hartwell Avenue in Lexington,100,DST-20260917-014,DFP-EA0E0CB519,DCL-20260917-014,construction loan gap,Other / Unknown,Multifamily,JLL,JLL,Construction Financing - Other / Unknown - JLL Capital Markets Arranges $45.75M Financing for 7 Hartwell Avenue in Lexington,60,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",JLL Capital Markets Arranges $45.75M Financing for 7 Hartwell Avenue in Lexington,https://yieldpro.com/2026/09/7-hartwell-avenue/,Low
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0115,Entitlement / Permitting - Other / Unknown - Port of Cleveland Greenlights Multifamily Mixed-Use Redevelopment Project Financing,80,DST-20260917-024,DFP-E9A8952976,DCL-20260917-024,refinancing stress,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - Gantry Secures $50.8M in CMBS Financing for Two Kansas City Apartment Communities,60,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Gantry Secures $50.8M in CMBS Financing for Two Kansas City Apartment Communities,https://rebusinessonline.com/gantry-secures-50-8m-in-cmbs-financing-for-two-kansas-city-apartment-communities/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0030,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,DST-20260917-034,DFP-A054A1E32A,DCL-20260917-034,distressed sale,Atlanta / Georgia,Apartment,Unknown,Unknown,Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset,58,Monitor,Disposition / Exit; distressed,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Investor Takes Over Distressed Atlanta Apartment Asset,https://www.connectcre.com/stories/investor-acquires-distressed-atlanta-apartment-asset/,Medium
2026-09-17,20260917-010652-e8f1769e,PRJ-20260917-0091,General Project Signal - Miami / Florida - Naranja Grand Phase I Delivers 120 Income-Restricted 55+Senior Apartments and Naranja Gran...,80,DST-20260917-025,DFP-80DC7D87BE,DCL-20260917-025,construction loan gap,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,56,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,https://www.connectcre.com/stories/shoma-group-obtains-172-5m-c-pace-loan-for-north-bay-village-development/,Low
