run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-09-17,20260917-010652-e8f1769e,Blackstone,Tier 1 / Immediate Strategic Importance,100,Multifamily,Dallas / Texas; Sun Belt,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing,2,100,100.0,Refinancing / Recapitalization,Capital Partner Tracking Signal,capital market sentiment indicator,Low,100,Track refinancing or recapitalization pipeline
2026-09-17,20260917-010652-e8f1769e,Brookfield,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Phoenix / Arizona,Site / Parcel Source Expansion,Other,acquisition; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,100,Track capital deployment and pricing signals
2026-09-17,20260917-010652-e8f1769e,CBRE,Tier 3 / Growth and Market Signal Watch,50,General Residential,California; Seattle,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,3,100,68.3,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-17,20260917-010652-e8f1769e,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California; Los Angeles / California,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,2,100,94.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-17,20260917-010652-e8f1769e,JLL,Tier 3 / Growth and Market Signal Watch,50,Multifamily,New York City / New York; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; refinancing; JV / partnership; capital raise; operational technology / AI adoption,3,100,99.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-09-17,20260917-010652-e8f1769e,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Dallas / Texas; Los Angeles / California,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,90.3,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-17,20260917-010652-e8f1769e,On-Campus Housing Harrison Street Asset Management,Tier 3 / Growth and Market Signal Watch,50,Student Housing,California,Regional / California / LA Sources,Other,JV / partnership; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-09-17,20260917-010652-e8f1769e,WNC,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,capital raise; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,99,Review California / LA capital and developer activity
2026-09-17,20260917-010652-e8f1769e,Seattle-Area Apartments Acquisition Timberlane Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,Seattle,Core Multifamily News,Other,acquisition; refinancing; JV / partnership,1,99,99.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Medium,95,Map potential GP / JV relationship and monitor partnership activity
2026-09-17,20260917-010652-e8f1769e,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Houston / Texas; Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; refinancing; operational technology / AI adoption,3,100,98.7,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Low,94,Monitor only
