run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-001,PRJ-20260917-0078,Disposition / Exit - Los Angeles / California - Marcus & Millichap’s Azzi Group Handles Sale of Section 8 Housing on Catalina Island,California,Los Angeles,Marcus & Millichap,Affordable Housing,Site Acquisition / Site Control,99,36,97,Strong Institutional Signal,6,7,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-002,PRJ-20260917-0134,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Unknown,South Florida,Berkadia,Apartment,Refinancing / Recapitalization,88,49,96,Strong Institutional Signal,4,8,Refinancing opportunity,Priority Asset Watch,Review immediately,"4 source file(s), 8 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-003,PRJ-20260917-0097,Recapitalization - California - PGIM Sells Orange County Multifamily Asset for $154M,California,Orange County,JPI,Apartment,Refinancing / Recapitalization,100,59,93,Strong Institutional Signal,6,6,Refinancing opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 6 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-004,PRJ-20260917-0138,Refinancing - Sun Belt - Blackstone Eyes Multifamily Portfolio Collection Spanning Seven States in the Sun Belt,Sun Belt,Sun Belt,Blackstone,Multifamily,Refinancing / Recapitalization,100,50,93,Strong Institutional Signal,9,11,Refinancing opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-005,PRJ-20260917-0046,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,California,Marcus & Millichap,Apartment,Unknown Stage,98,31,91,Strong Institutional Signal,9,10,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-006,PRJ-20260917-0041,"Acquisition - California - Strauss Investments Buys 157,000 SF Commons at Valencia Office Campus in California",California,California,CBRE,General Residential,Unknown Stage,88,28,91,Strong Institutional Signal,9,27,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 27 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-007,PRJ-20260917-0042,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,California,Freddie Mac,Apartment,Unknown Stage,48,29,89,Strong Institutional Signal,9,11,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-008,PRJ-20260917-0053,General Project Signal - Dallas / Texas - April Housing Reopens North Dallas Mixed-Income Community Following $20M Rehabilitation,Unknown,Dallas,Blackstone,Affordable Housing,Unknown Stage,100,26,88,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-009,PRJ-20260917-0127,"General Project Signal - San Francisco / California - Construction Underway For Alexan Icon, South San Francisco",Unknown,San Francisco,Trammell Crow Residential,Apartment,Unknown Stage,96,26,88,Strong Institutional Signal,5,5,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-010,PRJ-20260917-0143,"General Project Signal - Texas - Embrey to Raze Alamo Heights Rental Units, to Build 296 New Ones",Texas,Texas,Unknown,Apartment,Site Acquisition / Site Control,79,18,87,Strong Institutional Signal,6,6,Institutional capital movement,Priority Asset Watch,Review immediately,"6 source file(s), 6 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-011,PRJ-20260917-0132,"Disposition / Exit - Seattle - Apartment, Townhome Complex in Sammamish Trades Hands",Seattle,Seattle,CBRE,Apartment,Unknown Stage,79,26,86,Strong Institutional Signal,7,9,Institutional capital movement,Strategic Asset Watch,Review immediately,"7 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-013,PRJ-20260917-0111,Construction Financing - Other / Unknown - JLL Capital Markets Arranges $45.75M Financing for 7 Hartwell Avenue in Lexington,Unknown,Unknown,JLL,Multifamily,Unknown Stage,89,48,85,Strong Institutional Signal,6,14,Construction start pipeline,Priority Asset Watch,Review immediately,"6 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-09-17,20260917-010652-e8f1769e,HCW-20260917-015,PRJ-20260917-0095,Acquisition - New York City / New York - JLL Arranges $60.5M Acquisition Loan for Brooklyn Multifamily Portfolio,Unknown,New York City,JLL,Affordable Housing,Unknown Stage,88,46,85,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
