run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Apartment,32,29,17,26,89.3,Sun Belt,Developer Strategy,Wood Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Affordable Housing,11,8,3,9,85.6,Los Angeles,Developer Strategy,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Multifamily,19,6,8,10,70.2,National,Developer Strategy,Alliance Residential,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Office-to-Residential Conversion,2,2,0,2,87.5,National,Financing Risk,RXR,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,BTR / Single-Family Rental,1,1,1,1,85.0,Sun Belt,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Student Housing,3,0,2,3,61.7,Other / Unknown,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Mixed-Use Residential,4,3,0,2,84.8,Sun Belt,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Senior Housing,1,1,0,1,85.0,California,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,General Residential,3,0,2,2,61.3,Los Angeles,Institutional Flow,None detected,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-05-30,20260530-230208-ccf8785d,2026-05-30 23:02:08,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
