run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0050,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,Apartment,Unknown,2026-05-30,2026-05-30,34,7,Refinancing / Recapitalization; Vertical Construction; Refinancing / Recapitalization; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage,Refinancing / Recapitalization,86,67,0,34,14,2,0,Persistent Same Stage,Medium Stall Risk,91,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0078,Refinancing - New York - PNC Bank Refis West Village Apartment Building With $404M Loan,New York,Manhattan,Apartment,Unknown,2026-05-30,2026-05-30,6,4,Refinancing / Recapitalization; Site Acquisition / Site Control,Refinancing / Recapitalization,85,56,0,0,6,0,0,Persistent Same Stage,Medium Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0043,JV / Partnership - California - Joint Venture of PCCP and Alliance Residential Company Acquires 184-Unit Multifamily Commu...,California,California,Apartment,Alliance Residential,2026-05-30,2026-05-30,20,9,Delivery / Opening; Unknown Stage,Delivery / Opening,99,31,0,0,0,0,4,Mature / Operating,Low Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Miami,Apartment,Unknown,2026-05-30,2026-05-30,22,4,Refinancing / Recapitalization; Refinancing / Recapitalization; Site Acquisition / Site Control; Vertical Construction; Unknown Stage; Unknown Stage; Unknown Stage,Refinancing / Recapitalization,85,47,0,22,6,0,0,Persistent Same Stage,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0042,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,2026-05-30,2026-05-30,33,5,Refinancing / Recapitalization; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage; Site Acquisition / Site Control; Unknown Stage,Refinancing / Recapitalization,83,47,33,0,4,0,0,Persistent Same Stage,Low Stall Risk,87,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0073,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,California,Los Angeles,Affordable Housing,Unknown,2026-05-30,2026-05-30,31,4,Refinancing / Recapitalization; Site Acquisition / Site Control; Vertical Construction; Site Acquisition / Site Control; Site Acquisition / Site Control; Unknown Stage; Unknown Stage; Site Acquisition / Site Control,Refinancing / Recapitalization,86,40,31,31,2,0,0,Persistent Same Stage,Low Stall Risk,87,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0091,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,New York,Mixed-Use Residential,Unknown,2026-05-30,2026-05-30,18,8,Site Acquisition / Site Control; Site Acquisition / Site Control; Unknown Stage,Site Acquisition / Site Control,81,44,1,18,5,2,0,Persistent Same Stage,Low Stall Risk,86,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0040,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Apartment,Wood Partners,2026-05-30,2026-05-30,5,5,Unknown Stage,Unknown Stage,87,31,0,0,0,0,0,Unknown,Low Stall Risk,86,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0086,Construction Financing - National - Basis Investment Group Announces $43M Refinancing and Lease-Up of Newly Constructed Class-...,Unknown,National,Multifamily,Unknown,2026-05-30,2026-05-30,6,3,Site Acquisition / Site Control; Delivery / Opening,Site Acquisition / Site Control,84,45,0,6,3,0,0,Mature / Operating,Low Stall Risk,84,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-30,20260530-230208-ccf8785d,PRJ-20260530-0054,Refinancing - Florida - Benefit Street Partners Provides $82M Refi for Sarasota County Multifamily,Florida,Florida,Multifamily,Crescent Communities,2026-05-30,2026-05-30,10,8,Delivery / Opening,Delivery / Opening,83,38,0,0,8,1,3,Mature / Operating,Low Stall Risk,76,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
