run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Apartment,40,27,19,30,84.8,Other / Unknown,Institutional Flow,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Affordable Housing,15,13,9,14,93.3,Los Angeles / California,Developer Strategy,CBRE,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Multifamily,14,2,1,8,66.0,Other / Unknown,Rent Growth / Demand,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Student Housing,3,2,1,2,72.0,Atlanta / Georgia,Institutional Flow,IPA,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,BTR / Single-Family Rental,1,1,1,1,94.0,Phoenix / Arizona,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Office-to-Residential Conversion,1,1,0,1,94.0,Connecticut,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Mixed-Use Residential,10,5,4,9,79.2,Atlanta / Georgia,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,General Residential,1,0,1,1,52.0,California,Institutional Flow,None detected,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Senior Housing,0,0,0,0,0,None detected,None detected,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
