run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Santa Monica,2,2,2,2,1,2,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle; CBRE Completes Receivership Sale of Santa Monica Apartments; Disposition / Exit - Los Angeles / California - CBRE Completes Receivership Sale of Santa Monica Apartments; Entitlement / Permitting - Santa Monica / California - 102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle,100,53,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Los Angeles,9,5,2,1,0,1,Affordable Housing,Entitlement Approval,Downtown infill,Unknown,"102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle; 351 townhomes take shape in Carson; 65 apartments underway at 1919 Wilcox Ave. in Hollywood; Acquisition - Los Angeles / California - Hayden Tract housing, Future of the Vincent Thomas Bridge, and more; Acquisition - Los Angeles / California - L.A. County Land Bank to buy site at 14430 Vanowen St. in Van Nuys",100,52,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Hollywood,2,2,1,2,1,3,Apartment,Entitlement Approval,Downtown infill,Unknown,65 apartments underway at 1919 Wilcox Ave. in Hollywood; Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 1919 Wilcox Ave. in Hollywood; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset,100,47,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Riverside,2,2,0,2,1,2,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine; Northmarq Arranges Freddie Mac Loan for Upland Apartments; Refinancing - Riverside / California - Northmarq Arranges Freddie Mac Loan for Upland Apartments,99,51,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,High
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Wilshire,1,1,1,1,0,1,Affordable Housing,CEQA / Environmental Review,General submarket monitoring,Unknown,Development Start - Los Angeles / California - Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.; Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,77,65,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,DTLA,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,Downtown infill,Unknown,JV / Partnership - Los Angeles / California - Supportive housing tops out at 501 E. 5th Street in DTLA; Supportive housing tops out at 501 E. 5th Street in DTLA,56,30,No,DTLA adaptive reuse watch,Review potential acquisition pipeline,Medium
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Irvine,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,55,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,California,0,4,0,0,0,0,Apartment,General Entitlement Signal,University-adjacent,Unknown,"Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; Acquisition - California - Locally Based Investors Acquire Encinitas Offices from Family Trust; Acquisition - California - USA Properties, Strand Financial Sell 293-Unit Talavera Multifamily Community in Folsom, C...; Disposition / Exit - California - Institutional Property Advisors Exclusively Offers UC Berkeley Multifamily Student Housing...",32,20,No,Monitor only,Monitor only,Low
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Inland Empire,1,1,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Northmarq Arranges Freddie Mac Loan for Upland Apartments; Refinancing - Riverside / California - Northmarq Arranges Freddie Mac Loan for Upland Apartments,20,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Miracle Mile,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,12,30,No,Monitor only,Monitor only,Low
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Orange County,4,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Bascom Acquires Buena Park Apartments as Value-Add Deal; C&C Development Opens Affordable Housing in Irvine; Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital",12,30,No,Orange County suburban apartment watch,Monitor only,Low
