run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,California,Apartment,19,15,13,86.6,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Los Angeles,Affordable Housing,13,10,11,87.1,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,National / Other,Apartment,30,15,6,74.7,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Florida,Apartment,10,9,5,85.4,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Southeast,Affordable Housing,10,9,4,89.4,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,New York,Apartment,10,7,4,82.9,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Seattle,Apartment,3,3,3,93.7,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Dallas,Apartment,3,3,1,80.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Texas,Apartment,3,3,1,80.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Arizona,BTR / Single-Family Rental,2,2,2,91.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Phoenix,BTR / Single-Family Rental,2,2,2,91.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-08-02,20260802-000001-343a4ec8,2026-08-02 00:00:01,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
