run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,California,Apartment,24,20,12,88.5,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Los Angeles,Affordable Housing,13,10,9,86.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,National / Other,Multifamily,30,16,7,73.8,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Southeast,Apartment,11,8,3,79.8,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Florida,Apartment,8,7,3,83.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Texas,Apartment,4,4,2,90.8,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Arizona,Apartment,4,3,3,78.5,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Phoenix,Apartment,4,3,3,78.5,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,New York,Affordable Housing,3,3,2,83.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Dallas,Apartment,2,2,1,88.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Austin,Apartment,1,1,1,87.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Seattle,Apartment,1,1,0,82.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-14,20260814-232136-af068659,2026-08-14 23:21:36,Sun Belt,Apartment,1,1,0,77.0,Rent Growth / Demand,None detected,General market monitoring,Strategic Watch Market,Monitor only
