run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Apartment,38,28,18,31,87.4,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Affordable Housing,15,9,5,13,84.8,Los Angeles / California,Developer Strategy,Kennedy Wilson,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Multifamily,19,3,3,9,64.2,Other / Unknown,Developer Strategy,Freddie Mac,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Student Housing,2,1,1,2,74.0,Other / Unknown,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Mixed-Use Residential,4,3,2,3,77.2,Atlanta / Georgia,Developer Strategy,JPI,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,General Residential,3,0,2,3,57.3,Los Angeles / California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Senior Housing,0,0,0,0,0,None detected,None detected,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
