run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-07-03,20260703-000640-3892dc56,LAW-20260703-002,Los Angeles,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",Kennedy Wilson,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,38,47,51,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent","Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",https://www.connectcre.com/stories/kennedy-wilson-jamison-partner-to-deliver-4000-affordable-units-across-la/,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-003,Los Angeles,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson and Jamison Partner to Deliver 4,000 Affordable Units Across Los Angeles",Kennedy Wilson,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,38,47,51,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent","Kennedy Wilson and Jamison Partner to Deliver 4,000 Affordable Units Across Los Angeles",https://yieldpro.com/2026/07/sky-castle/,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-004,Los Angeles,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing...",Kennedy Wilson,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,38,47,51,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent","Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing Push",https://www.bisnow.com/los-angeles/news/construction-development/kennedy-wilson-jamison-team-up-on-dtla-world-trade-center-resi-conversion-135254,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-001,L.A.,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,Kennedy Wilson,Affordable Housing,Office-to-Residential Conversion,Early Planning,30,47,49,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",New details for plans to convert L.A. World Trade center into affordable housing,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-006,Los Angeles / California,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach,Unknown,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,38,42,49,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach,https://la.urbanize.city/post/adaptive-reuse-create-affordable-housing-521-and-530-e-4th-st-long-beach,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-005,Los Angeles,L.A. City Council approves $2-billion Fourth & Central development,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,43,30,46,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",L.A. City Council approves $2-billion Fourth & Central development,https://la.urbanize.city/post/la-city-council-approves-2-billion-fourth-central-development,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-007,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,https://la.urbanize.city/post/affordable-housing-takes-shape-1734-s-barrington-ave-sawtelle,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-008,Los Angeles,City Planning Commission votes in favor of new zoning rules near three G Line stops,,Affordable Housing,Planning Approval,Under Review,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",City Planning Commission votes in favor of new zoning rules near three G Line stops,https://la.urbanize.city/post/city-planning-commission-votes-favor-new-zoning-rules-near-three-g-line-stops,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - 62 apartments underway at 11103 Hartsook Ave. in North Hollywood,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",62 apartments underway at 11103 Hartsook Ave. in North Hollywood,https://la.urbanize.city/post/62-apartments-underway-11103-hartsook-ave-north-hollywood,Low
2026-07-03,20260703-000640-3892dc56,LAW-20260703-010,Los Angeles,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,https://la.urbanize.city/post/developer-revises-proposal-apartments-4728-san-fernando-rd-glendale,Low
