run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,California,Affordable Housing,27,20,12,85.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Los Angeles,Affordable Housing,18,13,7,85.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,National / Other,Multifamily,29,13,4,71.8,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Florida,Apartment,8,6,5,82.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Southeast,Apartment,7,5,5,79.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,New York,Apartment,5,5,3,85.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Texas,Apartment,6,4,2,74.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Arizona,Apartment,4,2,3,77.2,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Phoenix,Apartment,4,2,3,77.2,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Dallas,Apartment,3,2,2,72.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Seattle,Apartment,2,2,1,92.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Austin,Mixed-Use Residential,1,1,0,79.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-03,20260703-000640-3892dc56,2026-07-03 00:06:40,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
