run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-07-03,20260703-000640-3892dc56,articles.csv,CSV,Raw Collection,Generated,81,2026-07-03 00:06:41,All saved articles above the relevance threshold.,Strategy Team
2026-07-03,20260703-000640-3892dc56,high_priority_articles.csv,CSV,Strategy Briefing,Generated,44,2026-07-03 00:06:41,Must Read and Review articles.,Executive
2026-07-03,20260703-000640-3892dc56,market_signals.csv,CSV,Strategy Briefing,Generated,31,2026-07-03 00:06:41,Articles with numeric market signals.,Strategy Team
2026-07-03,20260703-000640-3892dc56,strategy_briefing.csv,CSV,Strategy Briefing,Generated,47,2026-07-03 00:06:41,Core briefing dataset for strategic review.,Executive
2026-07-03,20260703-000640-3892dc56,daily_strategy_briefing.md,Markdown,Strategy Briefing,Generated,8,2026-07-03 00:06:41,Human-readable daily strategy briefing.,Executive
2026-07-03,20260703-000640-3892dc56,weekly_strategy_memo.md,Markdown,Strategy Briefing,Generated,39,2026-07-03 00:07:05,"Weekly memo with trends, regimes, and strategic implications.",Executive
2026-07-03,20260703-000640-3892dc56,executive_dashboard_brief.md,Markdown,Executive Dashboard,Generated,11,2026-07-03 00:07:05,Concise dashboard-ready executive brief.,Executive
2026-07-03,20260703-000640-3892dc56,executive_dashboard_brief_ko.md,Markdown,Executive Dashboard,Generated,7,2026-07-03 00:07:05,Korean executive dashboard briefing.,Executive
2026-07-03,20260703-000640-3892dc56,weekly_strategy_memo_ko.md,Markdown,Strategy Briefing,Generated,6,2026-07-03 00:07:05,Korean weekly strategy memo.,Executive
2026-07-03,20260703-000640-3892dc56,executive_priority_brief_ko.md,Markdown,Executive Dashboard,Generated,4,2026-07-03 00:07:05,Korean executive priority brief.,Executive
2026-07-03,20260703-000640-3892dc56,opportunity_radar_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-07-03 00:07:05,Korean opportunity radar report.,Investment Team
2026-07-03,20260703-000640-3892dc56,distress_watchlist_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-07-03 00:07:05,Korean distress watchlist report.,Investment Team
2026-07-03,20260703-000640-3892dc56,high_confidence_watchlist_report_ko.md,Markdown,Quality Control,Generated,4,2026-07-03 00:07:05,Korean high-confidence watchlist report.,Executive
2026-07-03,20260703-000640-3892dc56,la_asset_watch_report_ko.md,Markdown,Deal / Asset Intelligence,Generated,5,2026-07-03 00:07:05,Korean LA asset watch report.,US Local Team
2026-07-03,20260703-000640-3892dc56,la_entitlement_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,5,2026-07-03 00:07:05,Korean LA entitlement watch report.,US Local Team
2026-07-03,20260703-000640-3892dc56,la_development_lifecycle_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,4,2026-07-03 00:07:05,Korean LA development lifecycle watch report.,US Local Team
2026-07-03,20260703-000640-3892dc56,gp_watchlist_report_ko.md,Markdown,GP / Institutional Intelligence,Generated,5,2026-07-03 00:07:05,Korean GP watchlist report.,Strategy Team
2026-07-03,20260703-000640-3892dc56,korean_reporting_index.md,Markdown,Strategy Briefing,Generated,4,2026-07-03 00:07:05,Index and reading order for Korean reports.,Executive
2026-07-03,20260703-000640-3892dc56,dashboard_summary.csv,CSV,Executive Dashboard,Generated,1,2026-07-03 00:07:05,One-row run summary for future dashboard metrics.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,dashboard_cards.csv,CSV,Executive Dashboard,Generated,38,2026-07-03 00:07:05,Dashboard-ready card data.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,dashboard_watchlists.csv,CSV,Executive Dashboard,Generated,98,2026-07-03 00:07:05,Dashboard-ready watchlist data.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,high_confidence_watchlist.csv,CSV,Quality Control,Generated,46,2026-07-03 00:07:05,Highest-confidence strategic signals.,Executive
2026-07-03,20260703-000640-3892dc56,signal_quality.csv,CSV,Quality Control,Generated,168,2026-07-03 00:07:05,Signal confidence and false-positive risk scoring.,Strategy Team
2026-07-03,20260703-000640-3892dc56,source_health.csv,CSV,Source Management,Generated,163,2026-07-03 00:06:41,Feed status and source usefulness.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,source_coverage_report.csv,CSV,Source Management,Generated,25,2026-07-03 00:06:50,Site / Parcel feed coverage diagnostics.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,costar_intake_report.csv,CSV,Source Management,Generated,1,2026-07-03 00:06:50,Diagnostics for manually exported CoStar intake files.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,source_activation.csv,CSV,Source Management,Generated,163,2026-07-03 00:06:41,Validated source activation and source quality scoring.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,source_health_report.md,Markdown,Source Management,Generated,9,2026-07-03 00:06:41,Readable source health report.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,source_coverage_report.md,Markdown,Source Management,Generated,4,2026-07-03 00:06:50,Readable Site / Parcel source coverage report.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,costar_intake_report.md,Markdown,Source Management,Generated,4,2026-07-03 00:06:50,Readable CoStar manual intake diagnostics.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,source_activation_report.md,Markdown,Source Management,Generated,11,2026-07-03 00:06:41,Readable source activation report.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,opportunity_radar.csv,CSV,Opportunity / Distress,Generated,56,2026-07-03 00:07:05,"Acquisition, recapitalization, JV, and market-entry opportunities.",Investment Team
2026-07-03,20260703-000640-3892dc56,distress_watchlist.csv,CSV,Opportunity / Distress,Generated,13,2026-07-03 00:07:05,"Refinancing stress, stalled project, and distress signals.",Investment Team
2026-07-03,20260703-000640-3892dc56,deal_pipeline.csv,CSV,Deal / Asset Intelligence,Generated,62,2026-07-03 00:07:05,Extracted deal and project pipeline signals.,Investment Team
2026-07-03,20260703-000640-3892dc56,asset_parcel_intelligence.csv,CSV,Deal / Asset Intelligence,Generated,89,2026-07-03 00:07:05,"Asset, parcel, address, sponsor, and site-level clues.",Development Team
2026-07-03,20260703-000640-3892dc56,la_asset_watch.csv,CSV,Deal / Asset Intelligence,Generated,58,2026-07-03 00:07:02,LA and Southern California asset watchlist.,US Local Team
2026-07-03,20260703-000640-3892dc56,project_identity.csv,CSV,Deal / Asset Intelligence,Generated,727,2026-07-03 00:07:05,Canonical project identity resolution.,Technical / Maintenance
2026-07-03,20260703-000640-3892dc56,persistent_asset_memory.csv,CSV,Historical Memory,Generated,168,2026-07-03 00:07:05,Persistent project memory across runs.,Development Team
2026-07-03,20260703-000640-3892dc56,la_persistent_asset_watch.csv,CSV,Historical Memory,Generated,108,2026-07-03 00:07:05,Persistent LA and Southern California asset watch.,US Local Team
2026-07-03,20260703-000640-3892dc56,entitlement_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,12,2026-07-03 00:07:00,"Zoning, permitting, entitlement, and approval signals.",Development Team
2026-07-03,20260703-000640-3892dc56,la_entitlement_watch.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,10,2026-07-03 00:07:00,LA and California entitlement watchlist.,US Local Team
2026-07-03,20260703-000640-3892dc56,development_lifecycle.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,89,2026-07-03 00:07:05,Development lifecycle stage classification.,Development Team
2026-07-03,20260703-000640-3892dc56,lifecycle_transition.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,89,2026-07-03 00:07:05,Lifecycle progression and stall tracking.,Development Team
2026-07-03,20260703-000640-3892dc56,timing_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,48,2026-07-03 00:07:00,"Timing signals for refinancing, delivery, permitting, and entry windows.",Strategy Team
2026-07-03,20260703-000640-3892dc56,market_entry_window.csv,CSV,Strategy Briefing,Generated,8,2026-07-03 00:07:00,Market entry window scoring by region.,Investment Team
2026-07-03,20260703-000640-3892dc56,gp_watchlist.csv,CSV,GP / Institutional Intelligence,Generated,25,2026-07-03 00:06:51,Emerging GP ranking and watchlist.,Strategy Team
