run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-07-03,20260703-000640-3892dc56,ENT-20260703-003,Other / Unknown,Other / Unknown,Multifamily,Unknown,Beyond efficiency: How leading multifamily operators are putting AI to work,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Beyond efficiency: How leading multifamily operators are putting AI to work,Multifamily Dive,https://www.multifamilydive.com/spons/beyond-efficiency-how-leading-multifamily-operators-are-putting-ai-to-work/823603/,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-004,Los Angeles / California,L.A.,Affordable Housing,Kennedy Wilson,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,Office-to-Residential Conversion,Early Planning,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,30,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",New details for plans to convert L.A. World Trade center into affordable housing,Urbanize LA,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-005,Los Angeles / California,Los Angeles,Affordable Housing,Kennedy Wilson,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,38,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",Connect CRE California,https://www.connectcre.com/stories/kennedy-wilson-jamison-partner-to-deliver-4000-affordable-units-across-la/,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-010,Los Angeles / California,Los Angeles,Affordable Housing,Kennedy Wilson,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson and Jamison Partner to Deliver 4,000 Affordable Units Across Los Angeles",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,38,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Kennedy Wilson and Jamison Partner to Deliver 4,000 Affordable Units Across Los Angeles",Yield PRO,https://yieldpro.com/2026/07/sky-castle/,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-011,Los Angeles / California,Los Angeles,Affordable Housing,Kennedy Wilson,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing...",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,38,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing Push",Bisnow,https://www.bisnow.com/los-angeles/news/construction-development/kennedy-wilson-jamison-team-up-on-dtla-world-trade-center-resi-conversion-135254,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-002,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,L.A. City Council approves $2-billion Fourth & Central development,Entitlement Approval,Unknown Stage,City Council,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,43,30,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,L.A. City Council approves $2-billion Fourth & Central development,Urbanize LA,https://la.urbanize.city/post/la-city-council-approves-2-billion-fourth-central-development,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-009,Los Angeles / California,Los Angeles / California,Affordable Housing,Unknown,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,38,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-create-affordable-housing-521-and-530-e-4th-st-long-beach,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-007,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-1734-s-barrington-ave-sawtelle,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-012,Other / Unknown,Unknown,Affordable Housing,Unknown,Entitlement / Permitting - Other / Unknown - Affordable housing completed at 3300 Washington Blvd. in Arlington Heights,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing completed at 3300 Washington Blvd. in Arlington Heights,Urbanize LA,https://la.urbanize.city/post/affordable-housing-completed-3300-washington-blvd-arlington-heights,Low
2026-07-03,20260703-000640-3892dc56,ENT-20260703-001,Los Angeles / California,Los Angeles,Affordable Housing,,City Planning Commission votes in favor of new zoning rules near three G Line stops,Planning Approval,Under Review,Planning Commission,General regulatory watch,No,zoning,No,No explicit timing reference,28,30,Low relevance,Monitor entitlement status for repeated confirmation,City Planning Commission votes in favor of new zoning rules near three G Line stops,Urbanize LA,https://la.urbanize.city/post/city-planning-commission-votes-favor-new-zoning-rules-near-three-g-line-stops,Low
