run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0045,Refinancing - California - Northmarq Secures $13M Refinancing for 48-Unit Multifamily Apartment Community in San Dieg...,100,2026-07-03 00:06:40,art_5b78d38fae36f4e3,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - California - Northmarq Secures $13M Refinancing for 48-Unit Multifamily Apartment Community in San Dieg...,Refinancing,Apartment,Apartment,California,California,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$13M; $13.275 million; $13m,$13M,,,,,,,,,93,High Deal Intelligence,Capital market signal,Northmarq Secures $13M Refinancing for 48-Unit Multifamily Apartment Community in San Diego,Yield PRO,https://yieldpro.com/2026/07/talas-apartments/,100,DFP-B0355DC23E,90,Refinancing - Refinancing - California - Northmarq Secures $13M Refinancing for 48-Unit Multifamily Apartment Community in San Dieg...,Refinancing - Fannie Mae - Fannie Mae - California,DCL-20260703-001,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0044,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,2026-07-03 00:06:40,art_6e05306f1e52dc16,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit,Apartment,Apartment,California,California,California,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,California,,$8.12; $8.12,,,,,,,,,,89,High Deal Intelligence,Entitlement / zoning watch,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,100,DFP-BB73BB97D4,90,Disposition / Exit - Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - CBRE - California,DCL-20260703-002,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0135,Acquisition - Phoenix / Arizona - Inland Real Estate Offloads Lakewood Apartment Community for $71.5M,100,2026-07-03 00:06:40,art_228d5a16c939c13c,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - Phoenix / Arizona - Inland Real Estate Offloads Lakewood Apartment Community for $71.5M,Acquisition,Apartment,Apartment,Phoenix / Arizona,Phoenix,Unknown,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,Sun Belt,,$71.5M; $71.5M; $71.5 million,,$63 million,,,,,,,,85,High Deal Intelligence,Pricing benchmark,Inland Real Estate Offloads Lakewood Apartment Community for $71.5M,Connect CRE Apartments,https://www.connectcre.com/stories/truamerica-pays-71-5m-for-denver-multifamily-community/,100,DFP-695AD7D4D5,90,Acquisition - Acquisition - Phoenix / Arizona - Inland Real Estate Offloads Lakewood Apartment Community for $71.5M,Acquisition - CBRE - Sun Belt,DCL-20260703-003,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0061,Refinancing - Denver / Colorado - Prime Finance Refis Denver-Area Apartments With $46M Loan,100,2026-07-03 00:06:40,art_77f86da2028d85fa,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - Denver / Colorado - Prime Finance Refis Denver-Area Apartments With $46M Loan,Refinancing,Apartment,Apartment,Denver / Colorado,Denver,Unknown,Walker & Dunlop,Walker & Dunlop,Unknown,walker & dunlop,walker & dunlop,Unknown,Unknown,Denver / Colorado,,$46M; $46M; $46.25 million,$46M,,,,,,,,,84,High Deal Intelligence,Capital market signal,Prime Finance Refis Denver-Area Apartments With $46M Loan,Commercial Observer,https://commercialobserver.com/2026/07/prime-finance-denver-colorado-apartments/,98,DFP-C885BE5A6B,90,Refinancing - Refinancing - Denver / Colorado - Prime Finance Refis Denver-Area Apartments With $46M Loan,Refinancing - Walker & Dunlop - walker & dunlop - Denver / Colorado,DCL-20260703-004,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0045,Refinancing - California - Northmarq Secures $13M Refinancing for 48-Unit Multifamily Apartment Community in San Dieg...,100,2026-07-03 00:06:40,art_f49d2c3332c96bda,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,General Project Signal - California - Northmarq Secures Fannie Mae DUS Financing for National City Apartments,General Project Signal,Apartment,Apartment,California,California,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$13.275 million; $13.275 million,$13.275 million,,,,,,,,,83,High Deal Intelligence,Capital market signal,Northmarq Secures Fannie Mae DUS Financing for National City Apartments,Connect CRE,https://www.connectcre.com/stories/northmarq-secures-fannie-mae-dus-financing-for-national-city-apartments/,100,DFP-C9AF8EBD2C,90,General Project Signal - General Project Signal - California - Northmarq Secures Fannie Mae DUS Financing for National City Apartments,General Project Signal - Fannie Mae - California,DCL-20260703-005,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0152,Disposition / Exit - Seattle - CBRE Arranges $24M Sale of 87-Unit Apartment Property in Seattle,100,2026-07-03 00:06:40,art_0183a668419fe455,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Disposition / Exit - Seattle - CBRE Arranges $24M Sale of 87-Unit Apartment Property in Seattle,Disposition / Exit,Apartment,Apartment,Seattle,Seattle,Seattle,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,Seattle,,$24M; $24M; $24.1 million,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,CBRE Arranges $24M Sale of 87-Unit Apartment Property in Seattle,Connect CRE,https://www.connectcre.com/stories/cbre-arranges-24m-sale-of-87-unit-apartment-property-in-seattle/,100,DFP-6C2F8FC137,90,Disposition / Exit - Disposition / Exit - Seattle - CBRE Arranges $24M Sale of 87-Unit Apartment Property in Seattle,Disposition / Exit - CBRE - Seattle,DCL-20260703-006,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0070,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,100,2026-07-03 00:06:40,art_cab5c5931d48e294,suspicious_duplicate,Development Activity,GP / Capital Activity; Market Intelligence,acceptable_repeat,68,access_limited,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,Office-to-Residential Conversion,Office-to-Residential,Affordable Housing,Los Angeles / California,L.A.,Unknown,Kennedy Wilson,Kennedy Wilson,kennedy wilson,Unknown,Unknown,kennedy wilson,Kennedy Wilson,Los Angeles,"4,000 homes",,,,,,,,,,,81,High Deal Intelligence,Construction strategy reference,New details for plans to convert L.A. World Trade center into affordable housing,Urbanize LA,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,100,DFP-90985C0644,80,Office-to-Residential Conversion - Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,Office-to-Residential Conversion - Kennedy Wilson - Los Angeles,DCL-20260703-007,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0110,JV / Partnership - New York City / New York - Kennedy Wilson Partnership Pays $237M for Westchester Multifamily Apartment Acquisition,100,2026-07-03 00:06:40,art_9b4dbb21cb97fcff,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,JV / Partnership - New York City / New York - Kennedy Wilson Partnership Pays $237M for Westchester Multifamily Apartment Acquisition,JV / Partnership,Apartment,Apartment,New York City / New York,New York City,Unknown,Kennedy Wilson,Kennedy Wilson,kennedy wilson,Unknown,Unknown,kennedy wilson,Kennedy Wilson,New York,,$237M; $237 million; $237m,,$237M,,,,,,Completed,,79,Useful Deal Signal,Pricing benchmark,Kennedy Wilson Partnership Pays $237M for Westchester Multifamily Apartment Acquisition,Yield PRO,https://yieldpro.com/2026/07/carraway/,82,DFP-09DC12421E,80,JV / Partnership - JV / Partnership - New York City / New York - Kennedy Wilson Partnership Pays $237M for Westchester Multifamily Apartment Acquisition,JV / Partnership - Kennedy Wilson - New York,DCL-20260703-008,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0051,JV / Partnership - California - Broadshore Capital Partners Secure New-Construction Bridge Loan of $35M on Multifamily San...,80,2026-07-03 00:06:40,art_84ba675c9948273f,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,Refinancing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,17 apartments,$15.4M; $15.4M; $15.4 million,$15.4M,,,,,,,,,78,Useful Deal Signal,Capital market signal,Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,REBusiness Online,https://rebusinessonline.com/gantry-arranges-15-4m-in-financing-for-two-retail-properties-in-monterey-bay-region/,85,DFP-C5BA70E4BC,75,Refinancing - Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,Refinancing - Unknown - California,DCL-20260703-009,1
2026-07-03,20260703-000640-3892dc56,PRJ-20260703-0167,"Refinancing - Riverside / California - PCCP Provides $61.3M Loan to Refinance 287-Unit Apartment Community in Washington, D.C.",100,2026-07-03 00:06:40,art_38229ae2d89d76f6,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Refinancing - Riverside / California - PCCP Provides $61.3M Loan to Refinance 287-Unit Apartment Community in Washington, D.C.",Refinancing,Apartment,Apartment,Riverside / California,"Washington, D.C.",Unknown,Kennedy Wilson,Kennedy Wilson,kennedy wilson,pgim,pgim,kennedy wilson,Kennedy Wilson,California,,$61.3M; $61.3M; $61.3 million,$61.3M,,,,,,,,,78,Useful Deal Signal,Capital market signal,"PCCP Provides $61.3M Loan to Refinance 287-Unit Apartment Community in Washington, D.C.",REBusiness Online,https://rebusinessonline.com/pccp-provides-61-3m-loan-to-refinance-287-unit-apartment-community-in-washington-d-c/,81,DFP-98908F7EB6,90,"Refinancing - Refinancing - Riverside / California - PCCP Provides $61.3M Loan to Refinance 287-Unit Apartment Community in Washington, D.C.",Refinancing - Kennedy Wilson - pgim - California,DCL-20260703-010,1
