run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Apartment,36,28,17,28,85.8,Other / Unknown,Developer Strategy,Greystone,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Multifamily,20,5,5,13,69.2,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Affordable Housing,7,5,5,7,93.6,Los Angeles / California,Developer Strategy,JLL,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Student Housing,4,4,4,4,90.2,Atlanta / Georgia,Developer Strategy,JLL,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,BTR / Single-Family Rental,2,2,1,2,86.0,Phoenix / Arizona,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Office-to-Residential Conversion,2,1,1,2,76.0,Los Angeles / California,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Mixed-Use Residential,3,2,2,3,91.7,Atlanta / Georgia,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Senior Housing,1,1,0,1,92.0,Sarasota / Florida,Financing Risk,Bridge Investment Group,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,General Residential,2,1,0,1,66.5,Sun Belt,Rent Growth / Demand,JLL,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-07,20260807-014227-b7016404,2026-08-07 01:42:27,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
