run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-07,20260807-233415-ed5546be,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; West Palm Beach / Florida,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; office-to-residential conversion; operational technology / AI adoption,2,100,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-07,20260807-233415-ed5546be,Mesa West Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Los Angeles / California; Seattle,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,92.5,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Medium,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-07,20260807-233415-ed5546be,CIM Group,Tier 2 / Strategic Watch,75,Mixed-Use Residential,Atlanta / Georgia,Site / Parcel Source Expansion,Other,development start; operational technology / AI adoption,1,100,100.0,Development Capital Deployment,GP Capability Benchmark Signal,competitive pressure indicator,Low,98,Track capital deployment and pricing signals
2026-08-07,20260807-233415-ed5546be,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia; Austin / Texas; Colorado; National; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; recapitalization; JV / partnership; operational technology / AI adoption,5,100,83.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,98,Map potential GP / JV relationship and monitor partnership activity
2026-08-07,20260807-233415-ed5546be,Mill Creek Residential,Tier 2 / Strategic Watch,75,Affordable Housing,Santa Monica / California,Regional / California / LA Sources,Other,operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-08-07,20260807-233415-ed5546be,Invent Development Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,Denver / Colorado; Phoenix / Arizona,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,96.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,97,Map potential GP / JV relationship and monitor partnership activity
2026-08-07,20260807-233415-ed5546be,RXR,Tier 3 / Growth and Market Signal Watch,50,Apartment,Denver / Colorado; Phoenix / Arizona,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,96.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,97,Map potential GP / JV relationship and monitor partnership activity
2026-08-07,20260807-233415-ed5546be,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,1,91,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-07,20260807-233415-ed5546be,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida; West Palm Beach / Florida,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; office-to-residential conversion; operational technology / AI adoption,2,100,89.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,95,Track capital deployment and pricing signals
2026-08-07,20260807-233415-ed5546be,Residential Multifamily Conversion Project Potrero Grande & Atlas,Tier 3 / Growth and Market Signal Watch,50,Multifamily,Los Angeles / California,Core Multifamily News,Other,acquisition; office-to-residential conversion,1,88,88.0,Capital Inflow,GP Capability Benchmark Signal,construction strategy signal,High,94,Review California / LA capital and developer activity
