run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-08-07,20260807-233415-ed5546be,TIM-20260807-001,Refinancing / Maturity Window,California,Apartment,Greystone,Freddie Mac,Refinancing - California - Greystone Provides $106M Freddie Mac Refi on Two El Cajon Properties,No explicit timing reference,Unknown Timing,79,Medium,Refinancing / Maturity Window,Greystone Provides $106M Freddie Mac Refi on Two El Cajon Properties,Connect CRE California,https://www.connectcre.com/stories/greystone-provides-106m-freddie-mac-refi-on-two-el-cajon-properties/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-026,Office-to-Residential Conversion Timing,California,Affordable Housing,Unknown,Unknown,Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,No explicit timing reference,Unknown Timing,73,Medium,Office-to-Residential Conversion Timing,Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Urbanize LA,https://la.urbanize.city/post/affordable-housing-nears-finish-515-pioneer-dr-glendale,Monitor sector-specific platform timing and potential partnership relevance,Biweekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-004,Acquisition Window,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-007,Refinancing / Maturity Window,Los Angeles / California,Apartment,Unknown,Unknown,Refinancing - Los Angeles / California - Mesa West Capital Provides $52M Loan for Refinancing of Sumner Mill Apartments Near Seattl...,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Mesa West Capital Provides $52M Loan for Refinancing of Sumner Mill Apartments Near Seattle,REBusiness Online,https://rebusinessonline.com/mesa-west-capital-provides-52m-loan-for-refinancing-of-sumner-mill-apartments-near-seattle/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-019,Refinancing / Maturity Window,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,Connect CRE South Florida,https://www.connectcre.com/stories/baron-property-group-closes-on-226-5m-refi-for-hialeah-apartment-community/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-041,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-042,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-043,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-044,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-07,20260807-233415-ed5546be,TIM-20260807-050,Distress Sale Timing,California,Apartment,Greystone,Freddie Mac,Refinancing - California - Greystone Provides $106M Freddie Mac Refi on Two El Cajon Properties,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,Greystone Provides $106M Freddie Mac Refi on Two El Cajon Properties,,https://www.connectcre.com/stories/greystone-provides-106m-freddie-mac-refi-on-two-el-cajon-properties/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
