run_date,run_id,la_lifecycle_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,current_lifecycle_stage,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,potential_woomi_site_strategy,recommended_local_follow_up,evidence_signals,source_article_title,url,confidence_level
2026-06-10,20260610-115707-124173e2,LALC-20260610-001,Refinancing - California - Affinius Lends $120M to Refinance Kearny Mesa Luxury Apartments,California,JLL,Apartment,Refinancing / Recapitalization,59,100,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Affinius Lends $120M to Refinance Kearny Mesa Luxury Apartments,https://www.connectcre.com/stories/487331-2/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-002,Construction Financing - California - Walker & Dunlop Arranges $53.1M Construction Loan for Affordable Housing Community Joyfiel...,Los Angeles,Walker & Dunlop,Affordable Housing,Refinancing / Recapitalization,56,100,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Walker & Dunlop Arranges $53.1M Construction Loan for Affordable Housing Community Joyfield at Lakeview Center in Antioch California,https://yieldpro.com/2026/06/joyfield-at-lakeview-center/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-003,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,PEF Advisors,Affordable Housing,Refinancing / Recapitalization,55,100,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-004,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,CBRE,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-005,Acquisition - Dallas / Texas - Brixton Acquires 288-Unit Las Colinas Rental Community,Los Angeles,JLL,Apartment,Unknown Stage,21,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Brixton Acquires 288-Unit Las Colinas Rental Community,https://www.connectcre.com/stories/brixton-acquires-288-unit-las-colinas-rental-community/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-006,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Orange County,CBRE,Apartment,Site Acquisition / Site Control,12,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-007,JV / Partnership - Florida - Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,Los Angeles,Berkadia,General Residential,Vertical Construction,9,100,Unknown Timing,Low,Low,Monitor only,Track construction progress and delivery timeline,Vertical Construction; Construction started; Development Start; broke ground,Constellation and Boschetti Land $68M to Build Boutique Condo in Coral Gables,https://commercialobserver.com/2026/06/constellation-boschetti-florida-cora-merrick-park/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-008,General Project Signal - California - IPA Capital Markets Arranges $123M Refi for Burlingame Multifamily,California,IPA,Apartment,Unknown Stage,23,98,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,IPA Capital Markets Arranges $123M Refi for Burlingame Multifamily,https://www.connectcre.com/stories/ipa-capital-markets-arranges-123m-refi-for-burlingame-multifamily/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-009,Construction Financing - Seattle - Helaba Lends $93M on Suburban Seattle Luxury Apartments Project,Los Angeles,Alliance Residential,Apartment,Unknown Stage,43,96,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Helaba Lends $93M on Suburban Seattle Luxury Apartments Project,https://commercialobserver.com/2026/06/helaba-lends-93m-on-suburban-seattle-luxury-apartments-project/,High
2026-06-10,20260610-115707-124173e2,LALC-20260610-010,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,CBRE,General Residential,Unknown Stage,21,96,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,High
