run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Apartment,37,24,15,27,86.0,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Affordable Housing,12,7,9,10,80.8,California,Developer Strategy,Walker & Dunlop,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Multifamily,16,3,4,9,66.2,Other / Unknown,Financing Risk,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,BTR / Single-Family Rental,2,2,0,2,88.5,Sun Belt,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Student Housing,2,1,0,2,74.0,Seattle,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Workforce Housing,1,1,1,1,98.0,New York City / New York,Institutional Flow,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Mixed-Use Residential,4,3,1,3,79.8,Miami / Florida,Developer Strategy,Berkadia,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,General Residential,2,1,2,2,65.5,Florida,Institutional Flow,Berkadia,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Senior Housing,1,0,0,1,85.0,California,Financing Risk,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
