run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,opportunity_id,deal_fingerprint_id,duplicate_cluster_id,opportunity_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,source_article_title,source,url,opportunity_score,opportunity_uniqueness_score,event_materiality_score,repeat_coverage_score,institutional_confirmation_score,opportunity_priority_label,evidence_signals,why_it_matters,potential_woomi_angle,recommended_next_action,confidence_level
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0054,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",100,OPP-20260622-001,DFP-63C5FF7E28,DCL-20260622-001,Construction Financing Gap,California,Apartment,JLL,JLL,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette","JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",Connect CRE California,https://www.connectcre.com/stories/jll-arranges-debt-equity-for-luxury-condo-development-in-downtown-lafayette/,93,100,96,25,100,Immediate Opportunity Watch,Construction Financing,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0051,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,OPP-20260622-002,DFP-BB73BB97D4,DCL-20260622-002,LA / California Entitlement Opportunity,California,Apartment,CBRE,CBRE,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,92,100,93,25,100,Immediate Opportunity Watch,Disposition / Exit,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0110,Acquisition - New York - Delshah Makes Second Williamsburg Foray in Three Months,100,OPP-20260622-003,DFP-411A9A554C,DCL-20260622-003,Acquisition Opportunity,New York,Apartment,JLL,JLL,Acquisition - New York - Delshah Makes Second Williamsburg Foray in Three Months,Delshah Makes Second Williamsburg Foray in Three Months,Connect CRE Apartments,https://www.connectcre.com/stories/delshah-makes-second-williamsburg-foray-in-three-months/,88,100,91,25,100,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in New York.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0054,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",100,OPP-20260622-007,DFP-C431C120A0,DCL-20260622-007,LA / California Entitlement Opportunity,California,Senior Housing,JLL,JLL,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,88,100,87,25,100,Immediate Opportunity Watch,General Project Signal,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0056,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",100,OPP-20260622-016,DFP-920342F693,DCL-20260622-016,Recapitalization Opportunity,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,88,100,81,25,92,Immediate Opportunity Watch,Recapitalization; jv; recapitalization,"Recapitalization Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,High
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0051,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,OPP-20260622-008,DFP-5508FCE9F0,DCL-20260622-008,LA / California Entitlement Opportunity,California,General Residential,CBRE,CBRE,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Connect CRE Orange County,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,87,100,84,25,100,Immediate Opportunity Watch,Disposition / Exit,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0088,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,100,OPP-20260622-004,DFP-9CC21B7AAE,DCL-20260622-004,Construction Financing Gap,Miami / Florida,Apartment,Berkadia,Berkadia,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Connect CRE South Florida,https://www.connectcre.com/stories/developer-duo-closes-on-67-5m-financing-for-coral-gables-condos/,84,100,91,25,91,Immediate Opportunity Watch,Construction Financing,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Low
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0141,Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,100,OPP-20260622-006,DFP-529FF54116,DCL-20260622-006,Acquisition Opportunity,San Francisco / California,Multifamily,Marcus & Millichap,Unknown,Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,REBusiness Online,https://rebusinessonline.com/marcus-millichap-arranges-6-7m-sale-of-28-unit-multifamily-property-in-san-francisco/,83,100,87,25,93,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in San Francisco / California.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0141,Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,100,OPP-20260622-005,DFP-79527D0E9B,DCL-20260622-005,GP Capability Partnership Opportunity,San Francisco / California,Apartment,Marcus & Millichap,Unknown,Disposition / Exit - San Francisco / California - Levin Johnston Arranges Two Sales on San Francisco Peninsula,Levin Johnston Arranges Two Sales on San Francisco Peninsula,Connect CRE,https://www.connectcre.com/stories/levin-johnston-arranges-two-sales-on-san-francisco-peninsula/,83,100,88,25,93,Immediate Opportunity Watch,Disposition / Exit,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in San Francisco / California.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,Low
2026-06-22,20260622-001313-0c1b6c9b,PRJ-20260622-0060,BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,100,OPP-20260622-010,DFP-7F108CB1EA,DCL-20260622-010,BTR / SFR Platform Opportunity,Florida,BTR / Single-Family Rental,Dwight Mortgage Trust,Unknown,BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,Dwight Mortgage Trust Lends $26M on Florida BTR Community,Commercial Observer,https://commercialobserver.com/2026/06/dwight-mortgage-trust-florida-build-to-rent/,79,100,84,25,88,Strategic Opportunity Watch,BTR / Build-to-Rent,"BTR / SFR Platform Opportunity may create a pricing, capital, partnership, or pipeline opening in Florida.",Monitor BTR / SFR platform strategy and possible partner benchmarks,Monitor for repeated signals,Low
