run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-06-22,20260622-001313-0c1b6c9b,articles.csv,CSV,Raw Collection,Generated,79,2026-06-22 00:13:14,All saved articles above the relevance threshold.,Strategy Team
2026-06-22,20260622-001313-0c1b6c9b,high_priority_articles.csv,CSV,Strategy Briefing,Generated,43,2026-06-22 00:13:14,Must Read and Review articles.,Executive
2026-06-22,20260622-001313-0c1b6c9b,market_signals.csv,CSV,Strategy Briefing,Generated,33,2026-06-22 00:13:14,Articles with numeric market signals.,Strategy Team
2026-06-22,20260622-001313-0c1b6c9b,strategy_briefing.csv,CSV,Strategy Briefing,Generated,46,2026-06-22 00:13:14,Core briefing dataset for strategic review.,Executive
2026-06-22,20260622-001313-0c1b6c9b,daily_strategy_briefing.md,Markdown,Strategy Briefing,Generated,8,2026-06-22 00:13:14,Human-readable daily strategy briefing.,Executive
2026-06-22,20260622-001313-0c1b6c9b,weekly_strategy_memo.md,Markdown,Strategy Briefing,Generated,39,2026-06-22 00:13:28,"Weekly memo with trends, regimes, and strategic implications.",Executive
2026-06-22,20260622-001313-0c1b6c9b,executive_dashboard_brief.md,Markdown,Executive Dashboard,Generated,11,2026-06-22 00:13:28,Concise dashboard-ready executive brief.,Executive
2026-06-22,20260622-001313-0c1b6c9b,executive_dashboard_brief_ko.md,Markdown,Executive Dashboard,Generated,7,2026-06-22 00:13:28,Korean executive dashboard briefing.,Executive
2026-06-22,20260622-001313-0c1b6c9b,weekly_strategy_memo_ko.md,Markdown,Strategy Briefing,Generated,6,2026-06-22 00:13:28,Korean weekly strategy memo.,Executive
2026-06-22,20260622-001313-0c1b6c9b,executive_priority_brief_ko.md,Markdown,Executive Dashboard,Generated,4,2026-06-22 00:13:28,Korean executive priority brief.,Executive
2026-06-22,20260622-001313-0c1b6c9b,opportunity_radar_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-06-22 00:13:28,Korean opportunity radar report.,Investment Team
2026-06-22,20260622-001313-0c1b6c9b,distress_watchlist_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-06-22 00:13:28,Korean distress watchlist report.,Investment Team
2026-06-22,20260622-001313-0c1b6c9b,high_confidence_watchlist_report_ko.md,Markdown,Quality Control,Generated,4,2026-06-22 00:13:28,Korean high-confidence watchlist report.,Executive
2026-06-22,20260622-001313-0c1b6c9b,la_asset_watch_report_ko.md,Markdown,Deal / Asset Intelligence,Generated,5,2026-06-22 00:13:28,Korean LA asset watch report.,US Local Team
2026-06-22,20260622-001313-0c1b6c9b,la_entitlement_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,5,2026-06-22 00:13:28,Korean LA entitlement watch report.,US Local Team
2026-06-22,20260622-001313-0c1b6c9b,la_development_lifecycle_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,4,2026-06-22 00:13:28,Korean LA development lifecycle watch report.,US Local Team
2026-06-22,20260622-001313-0c1b6c9b,gp_watchlist_report_ko.md,Markdown,GP / Institutional Intelligence,Generated,5,2026-06-22 00:13:28,Korean GP watchlist report.,Strategy Team
2026-06-22,20260622-001313-0c1b6c9b,korean_reporting_index.md,Markdown,Strategy Briefing,Generated,4,2026-06-22 00:13:28,Index and reading order for Korean reports.,Executive
2026-06-22,20260622-001313-0c1b6c9b,dashboard_summary.csv,CSV,Executive Dashboard,Generated,1,2026-06-22 00:13:28,One-row run summary for future dashboard metrics.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,dashboard_cards.csv,CSV,Executive Dashboard,Generated,38,2026-06-22 00:13:28,Dashboard-ready card data.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,dashboard_watchlists.csv,CSV,Executive Dashboard,Generated,98,2026-06-22 00:13:28,Dashboard-ready watchlist data.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,high_confidence_watchlist.csv,CSV,Quality Control,Generated,35,2026-06-22 00:13:28,Highest-confidence strategic signals.,Executive
2026-06-22,20260622-001313-0c1b6c9b,signal_quality.csv,CSV,Quality Control,Generated,162,2026-06-22 00:13:28,Signal confidence and false-positive risk scoring.,Strategy Team
2026-06-22,20260622-001313-0c1b6c9b,source_health.csv,CSV,Source Management,Generated,163,2026-06-22 00:13:14,Feed status and source usefulness.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,source_coverage_report.csv,CSV,Source Management,Generated,25,2026-06-22 00:13:20,Site / Parcel feed coverage diagnostics.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,costar_intake_report.csv,CSV,Source Management,Generated,1,2026-06-22 00:13:20,Diagnostics for manually exported CoStar intake files.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,source_activation.csv,CSV,Source Management,Generated,163,2026-06-22 00:13:14,Validated source activation and source quality scoring.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,source_health_report.md,Markdown,Source Management,Generated,9,2026-06-22 00:13:14,Readable source health report.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,source_coverage_report.md,Markdown,Source Management,Generated,4,2026-06-22 00:13:20,Readable Site / Parcel source coverage report.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,costar_intake_report.md,Markdown,Source Management,Generated,4,2026-06-22 00:13:20,Readable CoStar manual intake diagnostics.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,source_activation_report.md,Markdown,Source Management,Generated,11,2026-06-22 00:13:14,Readable source activation report.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,opportunity_radar.csv,CSV,Opportunity / Distress,Generated,53,2026-06-22 00:13:28,"Acquisition, recapitalization, JV, and market-entry opportunities.",Investment Team
2026-06-22,20260622-001313-0c1b6c9b,distress_watchlist.csv,CSV,Opportunity / Distress,Generated,10,2026-06-22 00:13:28,"Refinancing stress, stalled project, and distress signals.",Investment Team
2026-06-22,20260622-001313-0c1b6c9b,deal_pipeline.csv,CSV,Deal / Asset Intelligence,Generated,56,2026-06-22 00:13:28,Extracted deal and project pipeline signals.,Investment Team
2026-06-22,20260622-001313-0c1b6c9b,asset_parcel_intelligence.csv,CSV,Deal / Asset Intelligence,Generated,87,2026-06-22 00:13:28,"Asset, parcel, address, sponsor, and site-level clues.",Development Team
2026-06-22,20260622-001313-0c1b6c9b,la_asset_watch.csv,CSV,Deal / Asset Intelligence,Generated,45,2026-06-22 00:13:26,LA and Southern California asset watchlist.,US Local Team
2026-06-22,20260622-001313-0c1b6c9b,project_identity.csv,CSV,Deal / Asset Intelligence,Generated,648,2026-06-22 00:13:28,Canonical project identity resolution.,Technical / Maintenance
2026-06-22,20260622-001313-0c1b6c9b,persistent_asset_memory.csv,CSV,Historical Memory,Generated,162,2026-06-22 00:13:28,Persistent project memory across runs.,Development Team
2026-06-22,20260622-001313-0c1b6c9b,la_persistent_asset_watch.csv,CSV,Historical Memory,Generated,87,2026-06-22 00:13:28,Persistent LA and Southern California asset watch.,US Local Team
2026-06-22,20260622-001313-0c1b6c9b,entitlement_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,14,2026-06-22 00:13:25,"Zoning, permitting, entitlement, and approval signals.",Development Team
2026-06-22,20260622-001313-0c1b6c9b,la_entitlement_watch.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,7,2026-06-22 00:13:25,LA and California entitlement watchlist.,US Local Team
2026-06-22,20260622-001313-0c1b6c9b,development_lifecycle.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,87,2026-06-22 00:13:28,Development lifecycle stage classification.,Development Team
