run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-003,Other / Unknown,Los Angeles,Apartment,,"Housing Approved For 220 West 20th Avenue, San Mateo",CEQA / Environmental Review,Approved / Entitled,City Council,CEQA risk,No,No clear density / zoning signal,Yes,2026,72,55,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones","Housing Approved For 220 West 20th Avenue, San Mateo",SF YIMBY,https://sfyimby.com/2026/06/housing-approved-for-220-west-20th-avenue-san-mateo.html,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-004,Washington DC,Other / Unknown,Apartment,,"Avenue5, Bell Partners to pay DC $1.4M in RealPage suit",CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones","Avenue5, Bell Partners to pay DC $1.4M in RealPage suit",Multifamily Dive,https://www.multifamilydive.com/news/avenue5-bell-partners-settlement-dc-realpage-lawsuit/822939/,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-001,Beverly Hills / California,Los Angeles,Affordable Housing,,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,in 2023,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Urbanize LA,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-014,Other / Unknown,Unknown,Apartment,Unknown,"Entitlement / Permitting - Other / Unknown - Housing Approved For 220 West 20th Avenue, San Mateo",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"Housing Approved For 220 West 20th Avenue, San Mateo",SF YIMBY,https://sfyimby.com/2026/06/housing-approved-for-220-west-20th-avenue-san-mateo.html,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-002,New York City / New York,Other / Unknown,Office-to-Residential Conversion,Madison Realty Capital,MRC Provides $480M in Financing for Office-to-Residential Conversion Project in Midtown Manhattan,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,2026,28,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",MRC Provides $480M in Financing for Office-to-Residential Conversion Project in Midtown Manhattan,REBusiness Online,https://rebusinessonline.com/mrc-provides-480m-in-financing-for-office-to-residential-conversion-project-in-midtown-manhattan/,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-006,New York City / New York,Other / Unknown,Office-to-Residential Conversion,Midtown Manhattan Office-to-Residential Conversion,Midtown Manhattan Office-to-Residential Conversion Secures $480M Financing,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Midtown Manhattan Office-to-Residential Conversion Secures $480M Financing,Yield PRO,https://yieldpro.com/2026/06/1740-broadway/,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-010,California,California,Affordable Housing,Unknown,"Entitlement / Permitting - California - Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent","Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",Urbanize LA,https://la.urbanize.city/post/seven-story-82-unit-apartment-building-pitched-402-atlantic-ave-long-beach,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-011,New York City / New York,Manhattan,Apartment,Unknown,Office-to-Residential Conversion - New York City / New York - Madison Realty Capital Lends $480M on 1740 Broadway Office-to-Resi Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Madison Realty Capital Lends $480M on 1740 Broadway Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/06/madison-realty-capital-1740-broadway-manhattan-office-to-resi-conversion/,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-013,New York City / New York,New York City,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - New York City / New York - Post Brothers President Matthew Pestronk On D.C.’s $750M Office Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Post Brothers President Matthew Pestronk On D.C.’s $750M Office Conversion,Commercial Observer,https://commercialobserver.com/2026/06/post-brothers-matthew-pestronk-dc-office-conversion-housing-geneva/,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-012,Washington DC,Washington Dc,Apartment,Unknown,Office-to-Residential Conversion - Washington DC - Washington DC Offices to Be Converted Into 300-Unit Multifamily Apartment Community,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Washington DC Offices to Be Converted Into 300-Unit Multifamily Apartment Community,Yield PRO,https://yieldpro.com/2026/06/thomas-jefferson-street/,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-009,Beverly Hills / California,Beverly Hills / California,Affordable Housing,Unknown,Entitlement / Permitting - Beverly Hills / California - Infill housing in progress at 3676 S. Kelton Ave. in Palms,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Urbanize LA,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-22,20260622-001313-0c1b6c9b,ENT-20260622-005,Los Angeles / California,Los Angeles,Mixed-Use Residential,,Developer rolls out new plan for stalled Robertson Lane site in West Hollywood,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Developer rolls out new plan for stalled Robertson Lane site in West Hollywood,Urbanize LA,https://la.urbanize.city/post/developer-rolls-out-new-plan-stalled-robertson-lane-site-west-hollywood,Low
