run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,California,Apartment,18,14,10,85.8,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Los Angeles,Affordable Housing,14,10,9,85.4,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,National / Other,Apartment,37,19,8,74.4,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Florida,Apartment,11,10,8,87.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Southeast,Apartment,11,10,5,89.7,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,New York,Apartment,7,6,4,85.4,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Arizona,Apartment,4,4,3,91.8,Financing Risk,Vacancy Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Phoenix,Apartment,4,4,3,91.8,Financing Risk,Vacancy Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Texas,Mixed-Use Residential,4,4,0,75.5,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Dallas,Mixed-Use Residential,3,3,0,76.7,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Seattle,Apartment,1,1,1,92.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Austin,Mixed-Use Residential,1,1,0,72.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
