run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-001,DFP-9C7F7BCB59,2,JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,92,70,1,1,0,0,Yes,Refinancing Gap,,Tampa / Florida,Mixed-Use Residential
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-005,DFP-3C7398690A,2,$42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,$42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,90,66,1,1,0,0,Yes,Refinancing Gap,,Baton Rouge / Louisiana,Multifamily
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-009,DFP-4C97AFEC6C,2,JLL Secures LP Equity & $47M Construction Loan for Redevelopment of Former Rockledge Airport into 201-Unit Build-to-Rent Community,JLL Secures LP Equity & $47M Construction Loan for Redevelopment of Former Rockledge Airport into 201-Unit Build-to-Rent Community,89,65,1,1,0,0,Yes,Construction Financing Gap,,Florida,BTR / Single-Family Rental
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-006,DFP-F6DDCA7FE5,2,Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,88,67,1,1,0,0,Yes,Refinancing Gap,,Phoenix / Arizona,Apartment
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-010,DFP-AD543C7C0F,2,CBRE Completes Receivership Sale of Santa Monica Apartments,CBRE Completes Receivership Sale of Santa Monica Apartments,86,69,1,1,0,0,Yes,Distressed Seller / Sponsor Stress,,Los Angeles / California,Apartment
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-007,DFP-DE15E28E31,2,Greystone Provides $16M Agency Loan for Refinancing of Long Island Multifamily Property,Greystone Provides $16M Agency Loan for Refinancing of Long Island Multifamily Property,85,66,1,1,0,0,Yes,Refinancing Gap,,New York,Multifamily
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-018,DFP-4DF8B426FD,2,MMCC Arranges $16.5M in Construction Financing for Green Bay Multifamily Project,MMCC Arranges $16.5M in Construction Financing for Green Bay Multifamily Project,82,60,1,1,0,0,Yes,Construction Financing Gap,,Other / Unknown,Multifamily
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-019,DFP-AB59CDFC18,2,PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,80,59,1,1,0,0,Yes,Construction Financing Gap,,Phoenix / Arizona,Apartment
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-023,DFP-874D1AF56D,2,Arrow Arranges $85M Construction Loan for Miami Condo Project,Arrow Arranges $85M Construction Loan for Miami Condo Project,64,60,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Apartment
2026-07-31,20260731-000252-c95dc796,2026-07-31 00:02:52,DCL-20260731-016,DFP-6B9A9F5B2C,2,Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,63,60,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Affordable Housing
