run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0175,Refinancing - Tampa / Florida - JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,100,DST-20260731-001,DFP-9C7F7BCB59,DCL-20260731-001,refinancing stress,Tampa / Florida,Mixed-Use Residential,JLL,JLL,Refinancing - Tampa / Florida - JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,70,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,https://rebusinessonline.com/jll-arranges-55-7m-loan-for-portion-of-midtown-east-office-tower-in-tampa/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0076,Development Start - Los Angeles / California - Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,100,DST-20260731-010,DFP-AD543C7C0F,DCL-20260731-010,receivership,Los Angeles / California,Apartment,CBRE,CBRE,Disposition / Exit - Los Angeles / California - CBRE Completes Receivership Sale of Santa Monica Apartments,69,High Distress Watch,Disposition / Exit; receivership,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",CBRE Completes Receivership Sale of Santa Monica Apartments,https://www.connectcre.com/stories/cbre-completes-receivership-sale-of-santa-monica-apartments/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0143,Refinancing - Phoenix / Arizona - Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,100,DST-20260731-006,DFP-F6DDCA7FE5,DCL-20260731-006,refinancing stress,Phoenix / Arizona,Apartment,Walker & Dunlop,walker & dunlop,Refinancing - Phoenix / Arizona - Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,https://www.connectcre.com/stories/peakview/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0055,Refinancing - Baton Rouge / Louisiana - $42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,100,DST-20260731-005,DFP-3C7398690A,DCL-20260731-005,refinancing stress,Baton Rouge / Louisiana,Multifamily,JLL,JLL,Refinancing - Baton Rouge / Louisiana - $42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,66,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",$42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,https://yieldpro.com/2026/07/bend-on-bluebonnet/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0119,Refinancing - New York - Greystone Provides $16M Agency Loan for Refinancing of Long Island Multifamily Property,100,DST-20260731-007,DFP-DE15E28E31,DCL-20260731-007,refinancing stress,New York,Multifamily,Greystone,Fannie Mae,Refinancing - New York - Greystone Provides $16M Agency Loan for Refinancing of Long Island Multifamily Property,66,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Greystone Provides $16M Agency Loan for Refinancing of Long Island Multifamily Property,https://rebusinessonline.com/greystone-provides-16m-agency-loan-for-refinancing-of-long-island-multifamily-property/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0069,JLL Secures LP Equity & $47M Construction Loan for Redevelopment of Former Rockledge Airport into 201-Unit Build-to-Rent Community,100,DST-20260731-009,DFP-4C97AFEC6C,DCL-20260731-009,construction loan gap,Florida,BTR / Single-Family Rental,JLL,JLL,BTR / Build-to-Rent - Florida - JLL Secures LP Equity & $47M Construction Loan for Redevelopment of Former Rockledge Airpo...,65,High Distress Watch,BTR / Build-to-Rent; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",JLL Secures LP Equity & $47M Construction Loan for Redevelopment of Former Rockledge Airport into 201-Unit Build-to-Rent Community,https://yieldpro.com/2026/07/stellar-townhomes-at-space-coast/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0106,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260731-016,DFP-6B9A9F5B2C,DCL-20260731-016,construction loan gap,Miami / Florida,Affordable Housing,Unknown,Unknown,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,60,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,https://www.connectcre.com/stories/affiliated-closes-financing-on-mixed-income-fort-lauderdale-apartment-venture/,Low
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0106,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260731-023,DFP-874D1AF56D,DCL-20260731-023,construction loan gap,Miami / Florida,Apartment,Unknown,Unknown,Construction Financing - Miami / Florida - Arrow Arranges $85M Construction Loan for Miami Condo Project,60,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Arrow Arranges $85M Construction Loan for Miami Condo Project,https://www.connectcre.com/stories/arrow-arranges-85m-construction-loan-for-miami-condo-project/,Medium
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0138,Disposition / Exit - Other / Unknown - Marcus & Millichap Announces $15M Sale of 84-Unit Multifamily Property in Schofield Wiscon...,100,DST-20260731-018,DFP-4DF8B426FD,DCL-20260731-018,construction loan gap,Other / Unknown,Multifamily,Marcus & Millichap,Unknown,Construction Financing - Other / Unknown - MMCC Arranges $16.5M in Construction Financing for Green Bay Multifamily Project,60,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",MMCC Arranges $16.5M in Construction Financing for Green Bay Multifamily Project,https://rebusinessonline.com/mmcc-arranges-16-5m-in-construction-financing-for-green-bay-multifamily-project/,Low
2026-07-31,20260731-000252-c95dc796,PRJ-20260731-0106,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260731-030,DFP-B5E215E9BD,DCL-20260731-030,refinancing stress,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,60,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,https://www.connectcre.com/stories/baron-property-group-closes-on-226-5m-refi-for-hialeah-apartment-community/,Medium
