run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-07-31,20260731-000252-c95dc796,TIM-20260731-030,Acquisition Window,Other / Unknown,General Residential,Unknown,Unknown,Acquisition - Other / Unknown - Meritage Q2 2026 earnings telegraph move-up buyer pivot,Q2 2026,Immediate / 0-3 Months,80,Medium,Acquisition Window,Meritage Q2 2026 earnings telegraph move-up buyer pivot,HousingWire,https://www.housingwire.com/articles/meritage-earnings-q2-mix-shift/,Monitor pricing evidence and possible acquisition outreach timing,Weekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-008,Acquisition Window,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-005,Refinancing / Maturity Window,Baton Rouge / Louisiana,Multifamily,JLL,JLL,Refinancing - Baton Rouge / Louisiana - $42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,$42.75M Refinancing Secured for 301-Unit Luxury Community in Louisiana’s Capital City,Yield PRO,https://yieldpro.com/2026/07/bend-on-bluebonnet/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-020,Refinancing / Maturity Window,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,Connect CRE Apartments,https://www.connectcre.com/stories/baron-property-group-closes-on-226-5m-refi-for-hialeah-apartment-community/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-006,Refinancing / Maturity Window,Phoenix / Arizona,Apartment,Walker & Dunlop,walker & dunlop,Refinancing - Phoenix / Arizona - Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Joint Venture Inks $81M Acquisition Loan for Denver-Area Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/peakview/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-001,Refinancing / Maturity Window,Tampa / Florida,Mixed-Use Residential,JLL,JLL,Refinancing - Tampa / Florida - JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,JLL Arranges $55.7M Loan for Portion of Midtown East Office Tower in Tampa,REBusiness Online,https://rebusinessonline.com/jll-arranges-55-7m-loan-for-portion-of-midtown-east-office-tower-in-tampa/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-035,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-036,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-037,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-31,20260731-000252-c95dc796,TIM-20260731-038,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
