run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,opportunity_id,deal_fingerprint_id,duplicate_cluster_id,opportunity_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,source_article_title,source,url,opportunity_score,opportunity_uniqueness_score,event_materiality_score,repeat_coverage_score,institutional_confirmation_score,opportunity_priority_label,evidence_signals,why_it_matters,potential_woomi_angle,recommended_next_action,confidence_level
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0039,"Acquisition - Arizona - Geringer Capital Sells 267-Unit Apartment Community in Mesa, Arizona",100,OPP-20260805-001,DFP-CD444BB24E,DCL-20260805-001,Acquisition Opportunity,Arizona,Apartment,CBRE,CBRE,"Acquisition - Arizona - Geringer Capital Sells 267-Unit Apartment Community in Mesa, Arizona","Geringer Capital Sells 267-Unit Apartment Community in Mesa, Arizona",REBusiness Online,https://rebusinessonline.com/geringer-capital-sells-267-unit-apartment-community-in-mesa-arizona/,89,100,97,25,99,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Arizona.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0063,Acquisition - California - Marcus & Millichap Brokers $9.75M Sale and $7.3M Financing of 73-Unit Multifamily Property...,100,OPP-20260805-006,DFP-D9E9D503B4,DCL-20260805-006,Acquisition Opportunity,California,Apartment,Marcus & Millichap,Unknown,Acquisition - California - Marcus & Millichap Brokers $9.75M Sale and $7.3M Financing of 73-Unit Multifamily Property...,Marcus & Millichap Brokers $9.75M Sale and $7.3M Financing of 73-Unit Multifamily Property in Oakland California,Yield PRO,https://yieldpro.com/2026/08/garden-villas-apartments/,89,100,91,25,97,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0063,Acquisition - California - Marcus & Millichap Brokers $9.75M Sale and $7.3M Financing of 73-Unit Multifamily Property...,100,OPP-20260805-007,DFP-DC16B56D96,DCL-20260805-007,Acquisition Opportunity,California,Apartment,Marcus & Millichap,Unknown,Acquisition - California - Marcus & Millichap Finalizes Deal in Sacramento’s Greenhaven Neighborhood,Marcus & Millichap Finalizes Deal in Sacramento’s Greenhaven Neighborhood,Connect CRE,https://www.connectcre.com/stories/marcus-millichap-finalizes-deal-in-sacramentos-greenhaven-neighborhood/,89,100,91,25,97,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0058,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,100,OPP-20260805-011,DFP-6776EE5E57,DCL-20260805-011,Acquisition Opportunity,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,88,100,89,25,95,Immediate Opportunity Watch,Acquisition; acquisition; value-add,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,High
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0196,"Refinancing - Sun Belt - Regions Originates $64.3M Agency Refinancing for Apartment Community in Monroe, North Caro...",100,OPP-20260805-009,DFP-9688D9A3A5,DCL-20260805-009,Refinancing Gap,Sun Belt,Apartment,Freddie Mac,Freddie Mac,"Refinancing - Sun Belt - Regions Originates $64.3M Agency Refinancing for Apartment Community in Monroe, North Caro...","Regions Originates $64.3M Agency Refinancing for Apartment Community in Monroe, North Carolina",REBusiness Online,https://rebusinessonline.com/regions-originates-64-3m-agency-refinancing-for-apartment-community-in-monroe-north-carolina/,88,100,90,25,94,Immediate Opportunity Watch,Refinancing; refinancing,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in Sun Belt.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0106,Acquisition - Los Angeles / California - Marcus & Millichap Arranges $12.5M Sale of Affordable Seniors Housing Community in Souther...,100,OPP-20260805-003,DFP-909154AB3E,DCL-20260805-003,Acquisition Opportunity,Los Angeles / California,Affordable Housing,Marcus & Millichap,Unknown,Acquisition - Los Angeles / California - Marcus & Millichap Arranges $12.5M Sale of Affordable Seniors Housing Community in Souther...,Marcus & Millichap Arranges $12.5M Sale of Affordable Seniors Housing Community in Southern California,REBusiness Online,https://rebusinessonline.com/marcus-millichap-arranges-12-5m-sale-of-affordable-seniors-housing-community-in-southern-california/,87,100,92,25,97,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Los Angeles / California.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0063,Acquisition - California - Marcus & Millichap Brokers $9.75M Sale and $7.3M Financing of 73-Unit Multifamily Property...,100,OPP-20260805-019,DFP-4F3BD0FACF,DCL-20260805-019,LA / California Entitlement Opportunity,California,Apartment,Marcus & Millichap,Unknown,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Connect CRE Orange County,https://www.connectcre.com/stories/costa-mesa-multifamily-changes-hands-for-value-add-repositioning/,87,100,85,25,97,Immediate Opportunity Watch,Disposition / Exit; repositioning; value-add,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,High
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0146,Refinancing - New York City / New York - Walker & Dunlop Arranges $137.5M Refinance for Multifamily Property in Bedford-Stuyvesant...,100,OPP-20260805-010,DFP-CAC835AC90,DCL-20260805-010,Refinancing Gap,New York City / New York,Affordable Housing,Walker & Dunlop,walker & dunlop,Refinancing - New York City / New York - Walker & Dunlop Arranges $137.5M Loan for Refinancing of Brooklyn Apartment Building,Walker & Dunlop Arranges $137.5M Loan for Refinancing of Brooklyn Apartment Building,REBusiness Online,https://rebusinessonline.com/walker-dunlop-arranges-137-5m-loan-for-refinancing-of-brooklyn-apartment-building/,87,100,90,25,93,Immediate Opportunity Watch,Refinancing; refinancing,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in New York City / New York.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0174,Acquisition - Riverside / California - IPA Brokers 138-Unit Apartment Complex in California’s Inland Empire for $36.7M,100,OPP-20260805-002,DFP-1263650886,DCL-20260805-002,Acquisition Opportunity,Riverside / California,Apartment,IPA,Unknown,Acquisition - Riverside / California - IPA Brokers 138-Unit Apartment Complex in California’s Inland Empire for $36.7M,IPA Brokers 138-Unit Apartment Complex in California’s Inland Empire for $36.7M,REBusiness Online,https://rebusinessonline.com/ipa-brokers-138-unit-apartment-complex-in-californias-inland-empire-for-36-7m/,86,100,92,25,95,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Riverside / California.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-08-05,20260805-000421-5412da82,PRJ-20260805-0197,Acquisition - Texas - JLL Negotiates Sale of 248-Unit Apartment Complex in El Paso,100,OPP-20260805-005,DFP-5869FC858E,DCL-20260805-005,Acquisition Opportunity,Texas,Apartment,JLL,JLL,Acquisition - Texas - JLL Negotiates Sale of 248-Unit Apartment Complex in El Paso,JLL Negotiates Sale of 248-Unit Apartment Complex in El Paso,REBusiness Online,https://rebusinessonline.com/jll-negotiates-sale-of-248-unit-apartment-complex-in-el-paso/,86,100,91,25,98,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Texas.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
