run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Miami,Florida,7,7,1,6,5,9,Apartment,Construction Financing,CEQA / Environmental Review,Mixed-use corridor,100,100,30,Strategic watch submarket,Monitor entitlement precedent,Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project; Arrow Arranges $85M Construction Loan for Miami Condo Project; BTR / Build-to-Rent - Miami / Florida - Berkadia Arranges $19.1M Financing for Miami Based Investors Acquisition of Build-to-Rent...; Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community; Berkadia Arranges $19.1M Financing for Miami Based Investors Acquisition of Build-to-Rent Community in Greater Orlando
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Brooklyn,New York,4,3,0,3,2,3,Affordable Housing,Refinancing,General Entitlement Signal,Mixed-use corridor,100,67,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Development Site with Uncommonly Long Frontage Sells in Brooklyn; Disposition / Exit - New York City / New York - Development Site with Uncommonly Long Frontage Sells in Brooklyn; Mixed-Use Upper West Side Building Sells to Terra Developers for $28M; Refinancing - New York City / New York - Walker & Dunlop Arranges $137.5M Loan for Refinancing of Brooklyn Apartment Building; Refinancing - New York City / New York - Walker & Dunlop Arranges $137.5M Refinance for Multifamily Property in Bedford-Stuyvesant...
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,New York,New York,6,6,0,4,2,4,Apartment,Refinancing,General Entitlement Signal,Mixed-use corridor,100,67,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - New York - Tishman Speyer Makes Charlotte Debut With $76.3M Apartment Buy; Development Site with Uncommonly Long Frontage Sells in Brooklyn; Disposition / Exit - New York City / New York - Development Site with Uncommonly Long Frontage Sells in Brooklyn; Disposition / Exit - New York City / New York - Mixed-Use Upper West Side Building Sells to Terra Developers for $28M; Mixed-Use Upper West Side Building Sells to Terra Developers for $28M
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Atlanta,Southeast,9,8,1,8,2,6,Apartment,Acquisition,Density Bonus / TOC,Density bonus corridor,100,61,30,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties; Atlanta Beltline Advancing 218-Unit Affordable Apartment Project; Capital City Real Estate Closes Construction Financing for 318-Unit Spivey Grove Multifamily Community in Stockbridge Georgia; Construction Financing - Atlanta / Georgia - Capital City Real Estate Closes Construction Financing for 318-Unit Spivey Grove Multifami...
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Dallas,Texas,4,3,1,3,1,3,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,100,48,42,Strategic watch submarket,Monitor entitlement precedent,Blackstone Affiliate Proposing 252 Affordable Denton Housing Units; Concord Summit Capital Arranges $50M Construction Loan for 268-Unit Multifamily Project in Fort Worth Texas; Construction Financing - Dallas / Texas - Concord Summit Capital Arranges $50M Construction Loan for 268-Unit Multifamily Project in...; Development Start - Dallas / Texas - OHT Breaks Ground on 360-Unit Houston Rental Community; Entitlement / Permitting - Dallas / Texas - Blackstone Affiliate Proposing 252 Affordable Denton Housing Units
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Hollywood,Los Angeles,2,2,1,2,1,3,Apartment,Entitlement / Permitting,Entitlement Approval,Downtown infill,100,47,40,High relevance to Woomi site strategy,Monitor entitlement precedent,65 apartments underway at 1919 Wilcox Ave. in Hollywood; Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 1919 Wilcox Ave. in Hollywood; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Los Angeles,Los Angeles,9,6,3,0,0,0,Affordable Housing,Acquisition,Planning Approval,University-adjacent,100,15,55,High relevance to Woomi site strategy,Monitor entitlement precedent,"65 apartments underway at 1919 Wilcox Ave. in Hollywood; Acquisition - Los Angeles / California - Hayden Tract housing, Future of the Vincent Thomas Bridge, and more; Acquisition - Los Angeles / California - Marcus & Millichap Arranges $12.5M Sale of Affordable Seniors Housing Community in Souther...; Acquisition - Los Angeles / California - Paladin Expands SoCal Workforce Portfolio with Bellflower Acquisition; Acquisition - Los Angeles / California - Van Nuys Apartments Trade for First Time Since Delivery"
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Riverside,Inland Empire,4,4,1,4,0,2,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,15,55,High relevance to Woomi site strategy,Monitor entitlement precedent,Acquisition - Riverside / California - IPA Brokers 138-Unit Apartment Complex in California’s Inland Empire for $36.7M; C&C Development Opens Affordable Housing in Irvine; Disposition / Exit - Riverside / California - IPA Team Closes Sale of Pomona Multifamily; IPA Brokers 138-Unit Apartment Complex in California’s Inland Empire for $36.7M; IPA Team Closes Sale of Pomona Multifamily
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Charlotte,Southeast,3,3,0,2,0,2,Apartment,Refinancing,General Entitlement Signal,Mixed-use corridor,92,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - New York - Tishman Speyer Makes Charlotte Debut With $76.3M Apartment Buy; JV / Partnership - Atlanta / Georgia - JV Building 382 Apartment Units in Charlotte’s Innovation District; JV Building 382 Apartment Units in Charlotte’s Innovation District; Refinancing - Sun Belt - Regions Originates $64.3M Agency Refinancing for Apartment Community in Monroe, North Caro...; Regions Originates $64.3M Agency Refinancing for Apartment Community in Monroe, North Carolina"
2026-08-05,20260805-000421-5412da82,2026-08-05 00:04:21,Houston,Texas,2,2,0,2,0,3,Apartment,Development Start,General Entitlement Signal,General submarket monitoring,80,0,20,Strategic watch submarket,Review potential acquisition pipeline,895-Unit Texas Apartment Portfolio Trades Hands; Acquisition - Houston / Texas - 895-Unit Texas Apartment Portfolio Trades Hands; Development Start - Dallas / Texas - OHT Breaks Ground on 360-Unit Houston Rental Community; OHT Breaks Ground on 360-Unit Houston Rental Community
