run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,California,Affordable Housing,13,12,6,90.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Los Angeles,Affordable Housing,12,10,5,93.8,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,National / Other,Multifamily,30,14,8,72.6,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Sun Belt,Apartment,18,12,2,81.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Southeast,Apartment,10,8,1,85.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Florida,Apartment,9,6,2,80.7,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,New York,Apartment,6,5,3,83.8,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Phoenix,Apartment,2,2,2,92.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Arizona,Apartment,1,1,1,100.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Seattle,Affordable Housing,1,1,0,84.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Dallas,Multifamily,1,0,0,63.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Texas,Multifamily,1,0,0,63.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-06-01,20260601-020308-c84a5578,2026-06-01 02:03:08,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
