run_date,run_id,card_id,card_type,card_title,card_priority,card_score,market,residential_sector,gp_or_developer,summary,why_it_matters,recommended_action,source_report,source_url_if_available
2026-06-01,20260601-230146-450c13c8,CARD-20260601-035,Capital Flow,Arizona,Critical,100,Arizona,Apartment,Arizona,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-036,Capital Flow,Atlanta / Georgia,Critical,100,Atlanta / Georgia,Student Housing,Atlanta / Georgia,Increasing,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-037,Capital Flow,Atlanta / Georgia,Critical,100,Atlanta / Georgia,Apartment,Atlanta / Georgia,Stable,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-017,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - 150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Critical,100,Los Angeles,Affordable Housing,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown
2026-06-01,20260601-230146-450c13c8,CARD-20260601-018,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Critical,100,Los Angeles,Apartment,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/infill-housing-slated-349-n-oakhurst-ave-beverly-hills
2026-06-01,20260601-230146-450c13c8,CARD-20260601-019,LA Asset Watch,Entitlement / Permitting - Santa Monica / California - Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,Critical,100,Los Angeles,Apartment,Lincoln Property Company,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/updated-plan-apartments-1238-lincoln-blvd-santa-monica
2026-06-01,20260601-230146-450c13c8,CARD-20260601-016,LA Asset Watch,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Critical,100,Los Angeles,Apartment,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/infill-housing-slated-349-n-oakhurst-ave-beverly-hills
2026-06-01,20260601-230146-450c13c8,CARD-20260601-020,LA Asset Watch,"JV / Partnership - Riverside / California - PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",Critical,100,Los Angeles,Apartment,Alliance Residential,Track local sponsor activity,LA / Southern California project-level watch item.,Monitor asset for repeated local confirmation,la_asset_watch_report.md,https://rebusinessonline.com/pccp-alliance-residential-buy-184-unit-multifamily-community-in-riverside-california/
2026-06-01,20260601-230146-450c13c8,CARD-20260601-001,Signal Quality,"JV / Partnership - Riverside / California - PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",Critical,91,California,Apartment,Alliance Residential,"5 source file(s), 10 observation(s), latest stage Delivery / Opening, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-002,Signal Quality,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,Critical,90,Los Angeles / California,Affordable Housing,Unknown,"4 source file(s), 14 observation(s), latest stage Entitlement Under Review, identity confidence 80",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-004,Signal Quality,Disposition / Exit - Atlanta / Georgia - Charlotte Apartment Project Fetches $107M,Critical,88,Unknown,Apartment,Wood Partners,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-003,Signal Quality,Recapitalization - California - PEF Advisors with Freestone Capital Form Joint Venture to Recapitalize Affordable Housing...,Critical,88,California,Affordable Housing,Unknown,"7 source file(s), 50 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-005,Signal Quality,Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Critical,87,Unknown,Apartment,Unknown,"3 source file(s), 9 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-01,20260601-230146-450c13c8,CARD-20260601-006,Opportunity,JV / Partnership Gap,Critical,85,Riverside / California,Apartment,Alliance Residential,"JV / Partnership Gap may create a pricing, capital, partnership, or pipeline opening in Riverside / California.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,opportunity_radar_report.md,https://rebusinessonline.com/pccp-alliance-residential-buy-184-unit-multifamily-community-in-riverside-california/
