run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Apartment,26,13,8,21,88.0,Other / Unknown,Developer Strategy,Wood Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Affordable Housing,10,7,3,8,87.1,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Multifamily,16,3,3,9,67.7,Other / Unknown,Developer Strategy,Crescent Communities,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Office-to-Residential Conversion,2,2,0,2,87.5,Northern Virginia / Virginia,Financing Risk,RXR,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,BTR / Single-Family Rental,1,1,1,1,82.0,Phoenix / Arizona,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Student Housing,2,0,1,2,61.0,Atlanta / Georgia,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Mixed-Use Residential,3,2,0,1,78.7,Los Angeles / California,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Senior Housing,1,1,0,1,85.0,California,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,General Residential,4,0,2,3,56.2,New York,Institutional Flow,None detected,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-01,20260601-064806-993581e0,2026-06-01 06:48:06,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
