run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,California,Apartment,21,18,11,90.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Los Angeles,Affordable Housing,15,14,9,95.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,National / Other,Multifamily,31,15,5,72.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Southeast,Student Housing,9,7,2,80.2,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Arizona,Apartment,7,6,4,89.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Phoenix,Apartment,7,6,4,89.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Florida,Apartment,7,6,3,88.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Texas,Apartment,7,4,0,72.7,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Seattle,Affordable Housing,3,3,1,89.3,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Austin,Apartment,1,1,0,100.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Dallas,Apartment,3,1,0,65.3,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,New York,Multifamily,1,0,1,68.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
