run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Apartment,37,24,11,26,85.5,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Affordable Housing,12,10,6,11,92.2,Los Angeles / California,Developer Strategy,PEF Advisors,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Student Housing,6,4,4,6,78.5,Atlanta / Georgia,Financing Risk,JLL,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,BTR / Single-Family Rental,2,2,1,2,75.0,Phoenix / Arizona,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Multifamily,16,1,1,7,65.4,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Office-to-Residential Conversion,1,1,1,1,100.0,Los Angeles / California,Regulation Risk,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Mixed-Use Residential,7,4,3,6,76.9,Beverly Hills / California,Developer Strategy,Marcus & Millichap,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Senior Housing,4,3,1,2,88.8,Los Angeles / California,Developer Strategy,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,General Residential,2,0,2,2,55.5,California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-13,20260613-002146-039f5a36,2026-06-13 00:21:46,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
