run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary,confidence_reason
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-001,PRJ-20260915-0037,Disposition / Exit - California - Marcus & Millichap Arranges $8.64M Sale of 62-Unit Multifamily Property in Santa Catalina...,California,California,Marcus & Millichap,Affordable Housing,95,100,95,75,100,93,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,9,19,Consistent,Confirmed,Immediate strategic review,"9 source file(s), 19 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-004,PRJ-20260915-0073,Disposition / Exit - Los Angeles / California - Marcus & Millichap’s Azzi Group Handles Sale of Section 8 Housing on Catalina Island,California,Los Angeles,Marcus & Millichap,Affordable Housing,95,100,95,75,100,93,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,6,8,Consistent,Confirmed,Immediate strategic review,"6 source file(s), 8 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-012,PRJ-20260915-0125,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Unknown,South Florida,Berkadia,Apartment,95,100,95,75,94,92,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,8,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 8 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-002,PRJ-20260915-0034,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,California,Freddie Mac,Apartment,95,100,95,60,100,91,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,9,11,Needs Review,Confirmed,Immediate strategic review,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-008,PRJ-20260915-0054,Refinancing - Dallas / Texas - Refinancing Secured for Historic Mixed-Use Portfolio in Fort Worth’s Near Southside,Unknown,Fort Worth,JLL,Mixed-Use Residential,95,100,85,75,94,90,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,5,Consistent,Confirmed,Immediate strategic review,"5 source file(s), 5 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-013,PRJ-20260915-0118,Refinancing - Phoenix / Arizona - Dwight Investment Group Supplies $130M Refi for Phoenix Apartment Tower,Unknown,Phoenix,Bridge Investment Group,Mixed-Use Residential,95,100,85,75,90,89,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,6,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 6 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-003,PRJ-20260915-0069,Disposition / Exit - Los Angeles / California - 101-Unit Luxury Multifamily Community in Marina del Rey California Trades for $24.8M,California,Los Angeles,Essex Property Trust,Multifamily,95,100,85,60,100,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,6,6,Needs Review,Confirmed,Immediate strategic review,"6 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-009,PRJ-20260915-0033,Entitlement / Permitting - California - Julia Wilk joins Alliance Residential as Managing Director for the Northern California reg...,California,California,Alliance Residential,Multifamily,95,100,85,60,99,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,9,10,Needs Review,Confirmed,Immediate strategic review,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-017,PRJ-20260915-0135,Construction Financing - Washington DC - PNC Bank Provides $92M Construction Loan for Luxury D.C. Multifamily,Unknown,Virginia,PNC Bank,Multifamily,95,92,95,75,80,88,Institutional Grade,Strong Institutional Signal,Very Low,Fading,4,4,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",multi-source confirmation; some recurrence; specific project / sponsor / location clues
2026-09-15,20260915-011215-8a5eff01,SQ-20260915-015,PRJ-20260915-0097,"Acquisition - Other / Unknown - Taylor Morrison Sells 424-Unit West End District Multifamily Property in Beaverton, Oregon",Unknown,Unknown,CBRE,Apartment,95,100,75,75,89,87,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,9,Consistent,Confirmed,Immediate strategic review,"7 source file(s), 9 observation(s), latest stage Delivery / Opening, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
