run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0096,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,100,DST-20260723-006,DFP-0429255F69,DCL-20260723-006,construction loan gap,Miami / Florida,Mixed-Use Residential,JLL,JLL,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,67,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",S3 Originates $111M Construction Loan for Edgewater Rental Community,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/,Medium
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0141,Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Loan for the Refinance of a 236-Unit Multifamily Community in Gilbert...,100,DST-20260723-005,DFP-EC94693ECD,DCL-20260723-005,construction loan gap,Phoenix / Arizona,Apartment,PCCP,Unknown,"Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Loan for Refinancing of Apartment Community in Gilbert, Arizona",67,High Distress Watch,Construction Financing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options","PCCP Provides $51.8M Loan for Refinancing of Apartment Community in Gilbert, Arizona",https://rebusinessonline.com/pccp-provides-51-8m-loan-for-refinancing-of-apartment-community-in-gilbert-arizona/,Medium
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0073,Refinancing - Los Angeles / California - Walker & Dunlop Arranges $28.9M Refi nance Loan for Multifamily Affordable Housing Communi...,100,DST-20260723-008,DFP-5A3FC7215A,DCL-20260723-008,refinancing stress,Los Angeles / California,Affordable Housing,Walker & Dunlop,walker & dunlop,Refinancing - Los Angeles / California - Walker & Dunlop Arranges $28.9M Refi nance Loan for Multifamily Affordable Housing Communi...,66,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Walker & Dunlop Arranges $28.9M Refi nance Loan for Multifamily Affordable Housing Community in Los Angeles,https://yieldpro.com/2026/07/mills-manor/,Medium
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0172,Construction Financing - Washington DC - Boyd Wilson Expands Portfolio with $97M Acquisition of PA Multifamily,100,DST-20260723-004,DFP-BA1D412766,DCL-20260723-004,construction loan gap,Washington DC,Apartment,Freddie Mac,Freddie Mac,Construction Financing - Washington DC - Boyd Wilson Expands Portfolio with $97M Acquisition of PA Multifamily,62,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Boyd Wilson Expands Portfolio with $97M Acquisition of PA Multifamily,https://www.connectcre.com/stories/boyd-wilson-expands-portfolio-with-97m-acquisition-of-pa-multifamily/,Low
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0095,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",100,DST-20260723-014,DFP-02BAF3D804,DCL-20260723-014,construction loan gap,Miami / Florida,Apartment,IPA,Unknown,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",60,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options","Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",https://www.connectcre.com/stories/fort-lauderdale-developer-inks-financing-for-condos-apartments-retail/,Low
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0074,General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica,80,DST-20260723-036,DFP-32F434EF47,DCL-20260723-036,loan default,Los Angeles / California,Mixed-Use Residential,Unknown,Unknown,JV / Partnership - Los Angeles / California - Bankruptcy court clears the way for Oceanwide Plaza sale,60,High Distress Watch,JV / Partnership; bankruptcy,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Bankruptcy court clears the way for Oceanwide Plaza sale,https://la.urbanize.city/post/bankruptcy-court-clears-way-oceanwide-plaza-sale,Medium
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0108,General Project Signal - New York City / New York - BWE Secures $100M First Mortgage Financing for Luxury Multifamily Apartments in Midtown Ma...,80,DST-20260723-029,DFP-B9E092D5C8,DCL-20260723-029,recapitalization need,New York City / New York,Apartment,Unknown,Unknown,Recapitalization - New York City / New York - Grubb Properties Merges Funds To Create $1.9B Apartment REIT,60,High Distress Watch,Recapitalization; recapitalization,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Grubb Properties Merges Funds To Create $1.9B Apartment REIT,https://www.bisnow.com/national/news/capital-markets/grubb-merges-funds-forms-nearly-2b-dollar-nontraded-apartment-reit-135501,Medium
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0143,Refinancing - Phoenix / Arizona - JV Snags Refi on Tempe Student Housing Community,80,DST-20260723-028,DFP-A027CD1C9C,DCL-20260723-028,refinancing stress,Phoenix / Arizona,Student Housing,Unknown,Unknown,Refinancing - Phoenix / Arizona - JV Snags Refi on Tempe Student Housing Community,60,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",JV Snags Refi on Tempe Student Housing Community,https://www.connectcre.com/stories/jv-snags-refi-on-tempe-student-housing-community/,Medium
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0141,Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Loan for the Refinance of a 236-Unit Multifamily Community in Gilbert...,100,DST-20260723-019,DFP-89C7C21DD7,DCL-20260723-019,construction loan gap,Phoenix / Arizona,Multifamily,PCCP,Unknown,Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Loan for the Refinance of a 236-Unit Multifamily Community in Gilbert...,59,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,PCCP Provides $51.8M Loan for the Refinance of a 236-Unit Multifamily Community in Gilbert Arizona Everly at Morrison Ranch,https://yieldpro.com/2026/07/everly-at-morrison-ranch/,Low
2026-07-23,20260723-000239-c5fb5c4a,PRJ-20260723-0141,Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Loan for the Refinance of a 236-Unit Multifamily Community in Gilbert...,100,DST-20260723-020,DFP-AB59CDFC18,DCL-20260723-020,construction loan gap,Phoenix / Arizona,Apartment,PCCP,Unknown,Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,59,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,https://www.connectcre.com/stories/pccp-provides-51-8-million-refi-of-gilbert-236-unit-multifamily-community/,Low
