run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Santa Monica,3,3,1,2,0,2,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,Unknown,CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; JV / Partnership - Los Angeles / California - CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property; Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,100,45,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Hollywood,4,3,2,3,0,3,Apartment,Planning Approval,Mixed-use corridor,Unknown,"CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property; CIM Group, Hulic Acquire West Hollywood Apartment Property; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Entitlement / Permitting - Los Angeles / California - Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood; JV / Partnership - Los Angeles / California - CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property",100,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Los Angeles,12,3,4,1,0,1,Mixed-Use Residential,Entitlement Approval,Mixed-use corridor,Unknown,"Bankruptcy court clears the way for Oceanwide Plaza sale; CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property; CIM Group, Hulic Acquire West Hollywood Apartment Property; Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; Entitlement / Permitting - Los Angeles / California - Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood",100,40,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,West Hollywood,3,3,2,3,0,3,Apartment,Planning Approval,Mixed-use corridor,Unknown,"CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property; CIM Group, Hulic Acquire West Hollywood Apartment Property; Entitlement / Permitting - Los Angeles / California - Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood; JV / Partnership - Los Angeles / California - CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property; JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property",100,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Orange County,4,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Acquisition - California - Bascom Buys 183-Unit Orange County, Calif., Complex for $53M; Bascom Acquires Buena Park Apartments as Value-Add Deal; Bascom Buys 183-Unit Orange County, Calif., Complex for $53M; C&C Development Opens Affordable Housing in Irvine; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital",71,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Long Beach,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,Downtown infill; Mixed-use corridor,Unknown,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach; Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,66,30,No,Long Beach mixed-use residential watch,Review potential acquisition pipeline,Medium
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,DTLA,1,1,0,1,1,1,Apartment,General Entitlement Signal,Downtown infill,Unknown,Disposition / Exit - Los Angeles / California - Sale of Oceanwide Plaza in DTLA Clears Hurdle with Bankruptcy Court Approval; Sale of Oceanwide Plaza in DTLA Clears Hurdle with Bankruptcy Court Approval,60,47,No,DTLA adaptive reuse watch,Review potential acquisition pipeline,Medium
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Irvine,2,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,"Bascom Buys 183-Unit Orange County, Calif., Complex for $53M; C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine",55,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Riverside,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,55,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-07-23,20260723-000239-c5fb5c4a,2026-07-23 00:02:39,Wilshire,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica; General Project Signal - Los Angeles / California - Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica,55,30,No,Koreatown multifamily watch,Review potential acquisition pipeline,Medium
