run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-008,Los Angeles / California,Los Angeles,Apartment,Unknown,Entitlement / Permitting - Los Angeles / California - New plan for housing approved at 4741 Libbit Ave. in Encino,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,New plan for housing approved at 4741 Libbit Ave. in Encino,Urbanize LA,https://la.urbanize.city/post/new-plan-housing-approved-4741-libbit-ave-encino,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-002,Dallas / Texas,Los Angeles,Affordable Housing,,Oldham Goodwin Eyeing $71M Fort Worth Affordable Housing Project,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,Yes,toc,No,2026,38,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,Oldham Goodwin Eyeing $71M Fort Worth Affordable Housing Project,Connect CRE Texas,https://www.connectcre.com/stories/oldham-goodwin-eyeing-71m-fort-worth-affordable-housing-project/,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-005,Santa Monica / California,Colorado,Office-to-Residential Conversion,Kennedy Wilson,Office-to-Residential Conversion - Santa Monica / California - Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Office-to-Residential Conversion,Early Planning,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Urbanize LA,https://la.urbanize.city/post/kennedy-wilson-plans-133-apartments-700-colorado-ave-santa-monica,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-010,California,San Jose,Apartment,Unknown,Entitlement / Permitting - California - Meeting Today to Discuss 161 Rancho Drive in San Jose,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Meeting Today to Discuss 161 Rancho Drive in San Jose,SF YIMBY,https://sfyimby.com/2026/07/meeting-today-to-discuss-161-rancho-drive-in-san-jose.html,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-003,Miami / Florida,Los Angeles,Apartment,,West Palm Beach Eyeing Waterfront Rezoning Moratorium,Zoning / Rezoning,Unknown Stage,Unknown,Zoning reform,No,zoning; rezoning,No,2026,43,30,General entitlement monitoring,Monitor entitlement status for repeated confirmation,West Palm Beach Eyeing Waterfront Rezoning Moratorium,Connect CRE South Florida,https://www.connectcre.com/stories/west-palm-beach-eyeing-waterfront-property-moratorium/,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-011,New York City / New York,New York City,Apartment,Unknown,Office-to-Residential Conversion - New York City / New York - NYC’s Conversion Break Producing Far More Units Than New-Construction Sweetener,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",NYC’s Conversion Break Producing Far More Units Than New-Construction Sweetener,Commercial Observer,https://commercialobserver.com/2026/07/nycs-conversion-break-producing-far-more-units-than-new-construction-sweetener/,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-006,Other / Unknown,Unknown,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Other / Unknown - Essex Capital Markets Arranges $20M for River North Office Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Essex Capital Markets Arranges $20M for River North Office Conversion,Connect CRE Apartments,https://www.connectcre.com/stories/essex-capital-markets-arranges-20m-for-river-north-office-conversion/,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-009,New York,New York,Apartment,SAGE,Entitlement / Permitting - New York - Roselle Park Apartments Trade After Brokers Resolve Permit Issue,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,35,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Roselle Park Apartments Trade After Brokers Resolve Permit Issue,Connect CRE,https://www.connectcre.com/stories/roselle-park-apartments-trade-after-brokers-resolve-permit-issue/,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-001,Los Angeles / California,Los Angeles,Mixed-Use Residential,,Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood,Planning Approval,Under Review,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Monitor entitlement status for repeated confirmation,Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/mixed-use-project-planned-1134-n-la-brea-ave-west-hollywood,Low
2026-07-23,20260723-000239-c5fb5c4a,ENT-20260723-007,Los Angeles / California,Los Angeles / California,Mixed-Use Residential,Unknown,Entitlement / Permitting - Los Angeles / California - Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/mixed-use-project-planned-1134-n-la-brea-ave-west-hollywood,Low
