run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Miami,Florida,7,7,1,6,3,5,Apartment,Construction Financing,Zoning / Rezoning,Waterfront redevelopment,100,82,30,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami; Avalon Bay Planning Apartments, Retail in South Miami; Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail; Construction Financing - Miami / Florida - LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments; Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,New York,New York,8,7,2,6,1,2,Apartment,Disposition / Exit,Density Bonus / TOC,Office conversion corridor,100,48,45,Strategic watch submarket,Monitor entitlement precedent,Construction Financing - New York City / New York - Ponce Bank Lends $50M for Canarsie Apartments; Disposition / Exit - New York City / New York - Free-Market NoHo Apartments Generate Strong Buyer Demand; Disposition / Exit - New York City / New York - NYC Multifamily Sales Reflect “Two Very Different Markets” in Q2; Free-Market NoHo Apartments Generate Strong Buyer Demand; General Project Signal - New York - Greystone Real Estate Capital Closes on Second Affordable Housing Fund
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Atlanta,Southeast,5,5,2,5,0,4,Apartment,Development Start,Zoning / Rezoning,Mixed-use corridor,100,15,30,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; Apartment Developer Pursuing Phillips Place for Multifamily Community; BTR / Build-to-Rent - Atlanta / Georgia - New Housing Law To Send Institutional Investors Flocking To Build-To-Rent; Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Dallas,Texas,4,3,1,3,0,2,Mixed-Use Residential,Office-to-Residential Conversion,Office-to-Residential Conversion,University-adjacent; Office conversion corridor,100,15,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Dallas / Texas - S2 Capital Offloads 229-Unit Plano Rental Community; Dallas Developer Duo Opens 168-Unit Mixed-Income Community; JV / Partnership - Dallas / Texas - Partnership to Develop 265-Unit Multifamily Project in Uptown Dallas; Office-to-Residential Conversion - Dallas / Texas - StreetLights Advancing Apartment Venture at Former Plano Office Campus; Partnership to Develop 265-Unit Multifamily Project in Uptown Dallas
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Phoenix,Arizona,3,3,0,2,1,3,Apartment,Acquisition,General Entitlement Signal,University-adjacent,98,47,20,Strategic watch submarket,Review potential acquisition pipeline,320-Unit Gilbert Apartment Community Trades to Camden; Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden; Disposition / Exit - Phoenix / Arizona - Rise48 Equity Acquires N. Phoenix Rental Community; Refinancing - Phoenix / Arizona - TSB Capital Advisors Arranges Loan for Refinancing of 530-Bed Community Near Arizona State...; Rise48 Equity Acquires N. Phoenix Rental Community
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Austin,Texas,4,2,0,2,2,3,Apartment,Refinancing,General Entitlement Signal,General submarket monitoring,92,68,20,Strategic watch submarket,Monitor refinancing / distress pipeline,320-Unit Gilbert Apartment Community Trades to Camden; Flournoy Properties Lands $46.5M Refi on Leander Rental Asset; Refinancing - Austin / Texas - Flournoy Properties Lands $46.5M Refi on Leander Rental Asset; Refinancing - Austin / Texas - Walker & Dunlop Arranges $46.5M Refinance Loan for Austin-Area Multifamily Rental Communit...; Walker & Dunlop Arranges $46.5M Refinance Loan for Austin-Area Multifamily Rental Community
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Miracle Mile,Los Angeles,3,2,0,2,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,92,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Acquisition - Los Angeles / California - Apartment Complex Sells for $51M in Los Angeles’ Miracle Mile; Apartment Complex Sells for $51M in Los Angeles’ Miracle Mile; Disposition / Exit - Los Angeles / California - Prime Residential Pays $51M for Miracle Mile Apartments; Prime Residential Pays $51M for Miracle Mile Apartments; Prime Residential Purchases Palm Court Apartments in Los Angeles for $51.2M
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Los Angeles,Los Angeles,10,5,3,0,0,0,Affordable Housing,General Project Signal,Density Bonus / TOC,Mixed-use corridor,90,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,525 apartments start to rise at 22107 S. Vermont Ave. in West Carson; 70-unit affordable housing complex underway at 1201 E. 119th St. in Watts; AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena; Acquisition - Los Angeles / California - Prime Residential Purchases Palm Court Apartments in Los Angeles for $51.2M; Affordable housing underway at 1035 S. Crenshaw Blvd.
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Hollywood,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,68,11,30,High relevance to Woomi site strategy,Monitor entitlement precedent,Apartments under construction at 5547 N. Elmer Ave. in North Hollywood; Entitlement / Permitting - Los Angeles / California - Apartments under construction at 5547 N. Elmer Ave. in North Hollywood
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Pasadena,Los Angeles,1,1,1,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,68,11,30,High relevance to Woomi site strategy,Monitor entitlement precedent,AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena; Entitlement / Permitting - Washington DC - AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Orange County,Orange County,4,1,0,1,0,0,Multifamily,Disposition / Exit,General Entitlement Signal,General submarket monitoring,64,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,"Bascom Acquires Buena Park Apartments as Value-Add Deal; C&C Development Opens Affordable Housing in Irvine; Disposition / Exit - California - Institutional Property Advisors Closes Sale and Arranges Financing for Orange County Multi...; Institutional Property Advisors Closes Sale and Arranges Financing for Orange County Multifamily Asset; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Irvine,Orange County,1,1,0,1,0,0,Affordable Housing,JV / Partnership,General Entitlement Signal,General submarket monitoring,55,0,30,High relevance to Woomi site strategy,Monitor only,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Riverside,Inland Empire,1,1,0,1,0,0,Affordable Housing,JV / Partnership,General Entitlement Signal,General submarket monitoring,55,0,30,High relevance to Woomi site strategy,Monitor only,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Manhattan,New York,4,2,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,Downtown infill,52,0,20,Strategic watch submarket,Track local GP / sponsor activity,"Disposition / Exit - New York City / New York - Free-Market NoHo Apartments Generate Strong Buyer Demand; Free-Market NoHo Apartments Generate Strong Buyer Demand; If New York’s Rent Guidelines Board Ignores Its Own Data, Why Do We Need It?; JV / Partnership - New York City / New York - Joint Venture to Develop 149-Unit Apartment Building in Manhattan’s SoHo District; Joint Venture to Develop 149-Unit Apartment Building in Manhattan’s SoHo District"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Houston,Texas,1,1,0,1,0,0,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,44,0,20,General monitoring,Track local GP / sponsor activity,"Eastham Capital Sells 200-Unit Apartment Complex in Humble, Texas; JV / Partnership - Houston / Texas - Eastham Capital Sells 200-Unit Apartment Complex in Humble, Texas"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,National,National / Other,0,3,1,0,0,0,Apartment,Construction Financing,Entitlement Approval,General submarket monitoring,42,15,30,General monitoring,Monitor entitlement precedent,BTR / Build-to-Rent - National - Investor Launching $100M BTR Fund To Capitalize On Opportunity From Housing Bill; Construction Financing - National - Greystone Real Estate Capital Closes $137M Affordable Housing Development Fund; Entitlement / Permitting - National - Multifamily starts recover in June
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,San Francisco,National / Other,0,2,1,0,0,0,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,34,15,30,General monitoring,Monitor entitlement precedent,"Entitlement / Permitting - San Francisco / California - Silicon Valley Cities See Spike In Office Demolitions; JV / Partnership - San Francisco / California - Phase One of Treasure Island Redevelopment Opens, San Francisco"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,"Arlington, Virginia",National / Other,0,1,1,0,0,0,Apartment,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,30,15,45,General monitoring,Monitor entitlement precedent,"Office-to-Residential Conversion - Virginia - NewPoint Provides $34.6M Loan for Hotel-to-Multifamily Conversion Project in Arlington, Vi..."
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Southeast,National / Other,0,1,1,0,0,0,Affordable Housing,Entitlement / Permitting,Entitlement Approval,Mixed-use corridor,26,15,30,General monitoring,Monitor entitlement precedent,Entitlement / Permitting - Southeast - Construction goes vertical for mixed-use project at at 400 San Vicente Blvd.
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,U.S.,National / Other,0,1,1,0,0,0,Multifamily,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,26,15,30,General monitoring,Monitor entitlement precedent,"Entitlement / Permitting - National - June housing starts jump 19%, fueled by strong multifamily gains"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,California,National / Other,0,2,0,0,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,16,0,20,Low relevance,Track local GP / sponsor activity,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Denver,National / Other,0,2,0,0,0,0,General Residential,Acquisition,General Entitlement Signal,General submarket monitoring,16,0,20,Low relevance,Monitor only,"Acquisition - Denver / Colorado - Western Centers Sells Three-Property Retail Portfolio in Metro Denver for $30.3M; General Project Signal - Denver / Colorado - Citi Prices Largest Single Bank-Contributed, Multi-Only CMBS Conduit Deal Since GFC"
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Koreatown,Los Angeles,1,0,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,Affordable housing underway at 1035 S. Crenshaw Blvd.
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Mid-Wilshire,Los Angeles,1,0,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,Affordable housing underway at 1035 S. Crenshaw Blvd.
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Watts,Los Angeles,1,0,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,70-unit affordable housing complex underway at 1201 E. 119th St. in Watts
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Wilshire,Los Angeles,1,0,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,Affordable housing underway at 1035 S. Crenshaw Blvd.
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Brooklyn,New York,1,1,0,0,0,0,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,Construction Financing - New York City / New York - Ponce Bank Lends $50M for Canarsie Apartments; Ponce Bank Lends $50M for Canarsie Apartments
2026-07-17,20260717-235445-f66ebfd6,2026-07-17 23:54:45,Florida,National / Other,0,1,0,0,0,0,Apartment,Development Start,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Development Start - Florida - Groundbreaking of 320-Unit Pearl on the River in Florida
