run_date,run_id,la_transition_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,previous_stage,current_stage,transition_type,progression_score,stall_risk_score,execution_momentum_label,la_entry_timing_signal,potential_woomi_site_strategy,recommended_local_follow_up,evidence_article_title,url,confidence_level
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-001,Disposition / Exit - New York - CBRE Announces $64.3M Sale of 51 South Apartments in White Plains New York,Los Angeles,CBRE,Apartment,Delivery / Opening,Delivery / Opening,Mature / Operating,80,11,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",CBRE Announces $64.3M Sale of 51 South Apartments in White Plains New York,https://yieldpro.com/2026/09/51-south-apartments/,High
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-002,JV / Partnership - California - 200 apartments fully framed at 3863 Carson Street in Torrance,California,Unknown,Senior Housing,Vertical Construction,Vertical Construction,Same Stage Persistence,79,13,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,200 apartments fully framed at 3863 Carson Street in Torrance,https://la.urbanize.city/post/200-apartments-fully-framed-3863-carson-street-torrance,High
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-003,Entitlement / Permitting - Los Angeles / California - Affordable housing under construction at 14243 Sylvan St. in Van Nuys,Los Angeles,Unknown,Affordable Housing,Vertical Construction,Vertical Construction,Same Stage Persistence,78,13,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Affordable housing under construction at 14243 Sylvan St. in Van Nuys,https://la.urbanize.city/post/affordable-housing-under-construction-14243-sylvan-st-van-nuys,High
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-004,General Project Signal - Miami / Florida - Terra Lands $245M Financing for Newly Completed Upland Park Development,Los Angeles,Unknown,Mixed-Use Residential,Delivery / Opening,Delivery / Opening,Mature / Operating,77,13,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Terra Lands $245M Financing for Newly Completed Upland Park Development,https://www.connectcre.com/stories/terra-lands-245m-financing-for-newly-completed-upland-park-development/,High
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-005,Acquisition - California - Mixed-use project rises at 1801 E. 4th St. in Santa Ana,California,Unknown,Mixed-Use Residential,No Previous Record,Delivery / Opening,Newly Detected Project,73,13,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Mixed-use project rises at 1801 E. 4th St. in Santa Ana,https://la.urbanize.city/post/mixed-use-project-rises-1801-e-4th-st-santa-ana,Medium
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-006,Disposition / Exit - California - MBK Sells Anaheim Apartments To TA Realty For $147M,California,Unknown,Apartment,No Previous Record,Delivery / Opening,Newly Detected Project,72,13,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",MBK Sells Anaheim Apartments To TA Realty For $147M,https://www.bisnow.com/news/los-angeles/multifamily/mbk-sells-anaheim-apartments-to-ta-realty,Medium
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-007,Landmark Properties Opens Student Housing Project: The Los Angeles Deal Sheet,Los Angeles,,Student Housing,No Previous Record,Delivery / Opening,Newly Detected Project,72,11,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Landmark Properties Opens Student Housing Project: The Los Angeles Deal Sheet,https://www.bisnow.com/news/los-angeles/deal-sheet/landmark-properties-usc-student-housing-los-angeles-deal-sheet,Medium
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-008,General Project Signal - Los Angeles / California - Landmark Properties Opens Student Housing Project: The Los Angeles Deal Sheet,Los Angeles,Unknown,Student Housing,No Previous Record,Delivery / Opening,Newly Detected Project,71,12,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Landmark Properties Opens Student Housing Project: The Los Angeles Deal Sheet,https://www.bisnow.com/news/los-angeles/deal-sheet/landmark-properties-usc-student-housing-los-angeles-deal-sheet,Medium
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-009,200 apartments fully framed at 3863 Carson Street in Torrance,Los Angeles,Legacy Partners,Senior Housing,Vertical Construction,Vertical Construction,Same Stage Persistence,71,11,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,200 apartments fully framed at 3863 Carson Street in Torrance,https://la.urbanize.city/post/200-apartments-fully-framed-3863-carson-street-torrance,Medium
2026-09-05,20260905-003852-b6fabbb8,LAT-20260905-010,Affordable housing under construction at 14243 Sylvan St. in Van Nuys,Los Angeles,,Affordable Housing,Vertical Construction,Vertical Construction,Same Stage Persistence,71,11,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Affordable housing under construction at 14243 Sylvan St. in Van Nuys,https://la.urbanize.city/post/affordable-housing-under-construction-14243-sylvan-st-van-nuys,Medium
