run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-01,20260801-000342-52fdbcac,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Los Angeles / California; New York City / New York; Seattle,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; development start; entitlement; operational technology / AI adoption,5,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Dallas / Texas,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit,2,95,85.5,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,High,100,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Dallas / Texas; Los Angeles / California; New York City / New York; Other / Unknown; Texas,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,10,100,80.7,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,CIM Group,Tier 2 / Strategic Watch,75,Mixed-Use Residential,Atlanta / Georgia,Site / Parcel Source Expansion,Other,development start; operational technology / AI adoption,1,100,100.0,Development Capital Deployment,GP Capability Benchmark Signal,competitive pressure indicator,Low,98,Track capital deployment and pricing signals
2026-08-01,20260801-000342-52fdbcac,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,2,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,98,Track capital deployment and pricing signals
2026-08-01,20260801-000342-52fdbcac,Trammell Crow Residential,Tier 2 / Strategic Watch,75,Apartment,Southeast,Regional / California / LA Sources,Other,operational technology / AI adoption,1,99,99.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,1,91,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,Brookfield,Tier 1 / Immediate Strategic Importance,100,Apartment,Other / Unknown,Regional / California / LA Sources,Other,entitlement,1,100,100.0,Development Capital Deployment,No Clear Relationship Signal,benchmark underwriting assumptions,High,94,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,Nordic Partners Investments,Tier 3 / Growth and Market Signal Watch,50,Apartment,Seattle,Site / Parcel Source Expansion,Other,acquisition; JV / partnership,1,92,92.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Medium,92,Map potential GP / JV relationship and monitor partnership activity
2026-08-01,20260801-000342-52fdbcac,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Apartment,Riverside / California,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,L.A. County Land Bank to,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Los Angeles / California,Regional / California / LA Sources,Other,acquisition; operational technology / AI adoption,1,81,81.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,MAA,Tier 2 / Strategic Watch,75,Apartment,National,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,90,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Arcus Real Estate Capital,Tier 3 / Growth and Market Signal Watch,50,BTR / Single-Family Rental,Phoenix / Arizona,Site / Parcel Source Expansion,Other,refinancing; BTR expansion; operational technology / AI adoption,1,94,94.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,capital market sentiment indicator,Low,89,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Multifamily,Virginia,Core Multifamily News,Other,acquisition; disposition / exit; operational technology / AI adoption,1,95,95.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,89,Track capital deployment and pricing signals
2026-08-01,20260801-000342-52fdbcac,BFC Partners,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,New York,Core Multifamily News,Other,refinancing; JV / partnership,1,90,90.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,87,Map potential GP / JV relationship and monitor partnership activity
2026-08-01,20260801-000342-52fdbcac,AvalonBay,Tier 1 / Immediate Strategic Importance,100,Apartment,National,Core Multifamily News,Other,market expansion,1,100,100.0,No Clear Capital Flow Signal,No Clear Relationship Signal,benchmark underwriting assumptions,High,86,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,PCCP,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,88,88.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,86,Map potential GP / JV relationship and monitor partnership activity
2026-08-01,20260801-000342-52fdbcac,Delshah Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York City / New York,Core Multifamily News,Other,acquisition; disposition / exit; operational technology / AI adoption,1,85,85.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,85,Track capital deployment and pricing signals
2026-08-01,20260801-000342-52fdbcac,Dwight Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,National,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Izo Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown,Core Multifamily News,Other,refinancing,1,100,100.0,Refinancing / Recapitalization,Capital Partner Tracking Signal,capital market sentiment indicator,Low,83,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Madison Realty Capital,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,99,99.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Northlink Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Alliance Residential,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown,Core Multifamily News,Other,acquisition; disposition / exit; operational technology / AI adoption,1,75,75.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,81,Track capital deployment and pricing signals
2026-08-01,20260801-000342-52fdbcac,"Milhaus Merges with SRG Residential, Will",Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; operational technology / AI adoption,1,67,67.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,80,Review California / LA capital and developer activity
2026-08-01,20260801-000342-52fdbcac,WealthManagement Real Estate,Tier 3 / Growth and Market Signal Watch,50,Multifamily,Miami / Florida,Institutional Real Estate / Capital Markets,Other,acquisition,1,71,71.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,80,Track capital deployment and pricing signals
2026-08-01,20260801-000342-52fdbcac,UDR,Tier 2 / Strategic Watch,75,Apartment,Colorado,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,74,74.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,79,Track refinancing or recapitalization pipeline
2026-08-01,20260801-000342-52fdbcac,Atlanta Student Housing Project Radnor Property Group,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Atlanta / Georgia,Site / Parcel Source Expansion,Other,disposition / exit; operational technology / AI adoption,1,88,88.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Low,78,Monitor only
2026-08-01,20260801-000342-52fdbcac,Equity Residential,Tier 1 / Immediate Strategic Importance,100,Apartment,National,Core Multifamily News,Other,market expansion,1,100,100.0,No Clear Capital Flow Signal,No Clear Relationship Signal,benchmark underwriting assumptions,Low,78,Monitor only
