run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-08-03,20260803-000001-042fe61b,ENT-20260803-002,Los Angeles / California,Los Angeles,Affordable Housing,,Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,CEQA / Environmental Review,Under Review,City Planning Department,CEQA risk,No,No clear density / zoning signal,Yes,No explicit timing reference,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,Urbanize LA,https://la.urbanize.city/post/draft-eir-released-metro-adjacent-high-rise-5350-wilshire-blvd,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-001,Other / Unknown,Other / Unknown,Apartment,JLL,Twin Cities Apartments Sell in Deal Brokered by JLL,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,35,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Twin Cities Apartments Sell in Deal Brokered by JLL,Connect CRE,https://www.connectcre.com/stories/twin-cities-apartments-sell-in-deal-brokered-by-jll/,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-005,San Francisco / California,Los Angeles,Apartment,,"Plans Approved For 230 Anza Street, San Francisco",Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,zoning,No,2026,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,"Plans Approved For 230 Anza Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/08/plans-approved-for-230-anza-street-san-francisco.html,Medium
2026-08-03,20260803-000001-042fe61b,ENT-20260803-011,San Francisco / California,San Francisco,Apartment,Unknown,"Entitlement / Permitting - San Francisco / California - Plans Approved For 230 Anza Street, San Francisco",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"Plans Approved For 230 Anza Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/08/plans-approved-for-230-anza-street-san-francisco.html,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-003,Santa Monica / California,Los Angeles,Affordable Housing,,102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle,Urbanize LA,https://la.urbanize.city/post/102-apartments-break-ground-1717-s-beloit-ave-sawtelle,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-004,Miami / Florida,Los Angeles,Apartment,,West Palm Beach Eyeing Waterfront Rezoning Moratorium,Zoning / Rezoning,Unknown Stage,Unknown,Zoning reform,No,zoning; rezoning,No,2026,43,30,General entitlement monitoring,Monitor entitlement status for repeated confirmation,West Palm Beach Eyeing Waterfront Rezoning Moratorium,Connect CRE South Florida,https://www.connectcre.com/stories/west-palm-beach-eyeing-waterfront-property-moratorium/,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-010,Connecticut,Connecticut,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Connecticut - Skender Begins Conversion of Chicago Office Tower into 320 Apartment Units,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Skender Begins Conversion of Chicago Office Tower into 320 Apartment Units,REBusiness Online,https://rebusinessonline.com/skender-begins-conversion-of-chicago-office-tower-into-320-apartment-units/,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-008,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Developer pivots to affordable housing at 7715 Crenshaw Blvd. in Hyde Park,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Developer pivots to affordable housing at 7715 Crenshaw Blvd. in Hyde Park,Urbanize LA,https://la.urbanize.city/post/developer-pivots-affordable-housing-7715-crenshaw-blvd-hyde-park,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-007,Los Angeles / California,Los Angeles / California,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 1919 Wilcox Ave. in Hollywood,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,65 apartments underway at 1919 Wilcox Ave. in Hollywood,Urbanize LA,https://la.urbanize.city/post/65-apartments-underway-1919-wilcox-ave-hollywood,Low
2026-08-03,20260803-000001-042fe61b,ENT-20260803-012,Other / Unknown,Unknown,Apartment,Unknown,Entitlement / Permitting - Other / Unknown - New Permits Filed for Apartments at 5139 MacArthur Boulevard in Oakland,Entitlement Approval,Early Planning,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,New Permits Filed for Apartments at 5139 MacArthur Boulevard in Oakland,SF YIMBY,https://sfyimby.com/2026/07/permits-filed-for-apartments-at-5139-macarthur-boulevard-in-oakland.html,Low
