run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Nordic Partners Investments,Nordic Partners Investments,79,99,90,75,90,100,0,60,0,59,74,Tier 2 High Potential GP,Seattle,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; JV / partnership; selective multifamily acquisition,None detected,None detected,Medium,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,IPA,IPA,79,97,90,55,90,100,0,90,0,59,74,Tier 2 High Potential GP,New York,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; development start; JV / partnership; selective multifamily acquisition,None detected,None detected,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,CBRE,CBRE,100,100,90,55,90,65,0,100,0,67,71,Tier 2 High Potential GP,Los Angeles / California,Apartment,Other,cbre,cbre,Acquisition; Capital Inflow; Development Start; Disposition / Exit; Refinancing; acquisition; disposition / exit; refinancing; development start; entitlement; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Freddie Mac,Freddie Mac,73,91,90,55,90,65,0,100,0,56,69,Tier 3 Monitoring GP,Riverside / California,Apartment,Other,freddie mac,freddie mac,Refinancing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Family Trust,Family Trust,74,74,90,100,30,100,0,100,0,57,69,Tier 3 Monitoring GP,California,General Residential,Other,None detected,None detected,Capital Inflow; acquisition; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,JLL,JLL,100,98,90,35,90,65,0,90,0,67,68,Tier 3 Monitoring GP,Other / Unknown,Apartment,Other,jll,jll,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Bascom Group,Bascom Group,83,96,90,100,90,0,0,100,0,60,65,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,AvalonBay,AvalonBay,59,86,65,55,90,70,0,100,0,43,64,Tier 3 Monitoring GP,National,Apartment,Other,equity residential,equity residential,market expansion; stable platform monitoring,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,LA / California developer strategy watch,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,PCCP,PCCP,73,86,90,55,90,100,0,0,0,56,63,Tier 3 Monitoring GP,Phoenix / Arizona,Apartment,Other,None detected,None detected,Construction Financing; Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,"Milhaus Merges with SRG Residential, Will","Milhaus Merges with SRG Residential, Will",82,80,90,100,90,0,0,100,25,67,63,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; operational technology / AI adoption; operational efficiency push,None detected,completed,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Marcus & Millichap,Marcus & Millichap,100,100,90,55,90,0,0,100,0,67,61,Tier 3 Monitoring GP,Los Angeles / California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,BFC Partners,BFC Partners,63,87,90,55,70,100,0,0,0,52,61,Tier 3 Monitoring GP,New York,Affordable Housing,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,MAA,MAA,73,90,90,55,90,70,0,0,0,56,59,Tier 3 Monitoring GP,National,Apartment,Other,maa,maa,Refinancing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,Moderate partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,L.A. County Land Bank to,L.A. County Land Bank to,73,91,90,55,70,0,0,100,0,56,57,Tier 3 Monitoring GP,Los Angeles / California,Affordable Housing,Other,None detected,None detected,Capital Inflow; acquisition; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,CIM Group,CIM Group,73,98,90,55,55,0,0,90,0,56,56,Tier 3 Monitoring GP,Atlanta / Georgia,Mixed-Use Residential,Other,None detected,None detected,Development Capital Deployment; Development Start; development start; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Baron Property Group,Baron Property Group,89,95,90,55,55,0,0,0,75,85,52,Emerging Watchlist,Miami / Florida,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; distressed recapitalization; refinancing; recapitalization; operational technology / AI adoption,None detected,completed; lease-up; recapitalized,Low,No clear partnership signal,Accelerating,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Madison Realty Capital,Madison Realty Capital,89,95,90,55,55,0,0,0,75,85,52,Emerging Watchlist,Miami / Florida,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; distressed recapitalization; refinancing; recapitalization; operational technology / AI adoption,None detected,completed; lease-up; recapitalized,Low,No clear partnership signal,Accelerating,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Dunlop Capital Markets Real Estate,Dunlop Capital Markets Real Estate,63,78,90,35,70,65,0,0,0,52,52,Emerging Watchlist,Other / Unknown,Student Housing,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,Moderate partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Fannie Mae,Fannie Mae,63,78,90,35,70,65,0,0,0,52,52,Emerging Watchlist,Other / Unknown,Student Housing,Other,fannie mae,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,Moderate partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Scion Group,Scion Group,63,78,90,35,70,65,0,0,0,52,52,Emerging Watchlist,Other / Unknown,Student Housing,Other,fannie mae,fannie mae,Refinancing; Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,Moderate partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Walker & Dunlop,Walker & Dunlop,63,78,90,35,70,65,0,0,0,52,52,Emerging Watchlist,Other / Unknown,Student Housing,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,Moderate partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Arcus Real Estate Capital,Arcus Real Estate Capital,73,89,90,55,80,0,0,0,0,56,48,Emerging Watchlist,Phoenix / Arizona,BTR / Single-Family Rental,Other,None detected,None detected,BTR growth strategy; Refinancing / Recapitalization; refinancing; BTR expansion; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,BTR / SFR platform growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Emerging BTR Platform; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Delshah Capital,Delshah Capital,73,85,90,55,90,0,0,0,0,56,48,Emerging Watchlist,New York City / New York,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Berkadia,Berkadia,62,83,75,75,90,0,0,0,0,47,47,Emerging Watchlist,Sun Belt,Multifamily,Other,berkadia,berkadia,Capital Outflow / Exit; Disposition / Exit; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,No clear partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Dwight Capital,Dwight Capital,73,83,90,55,90,0,0,0,0,56,47,Emerging Watchlist,National,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Northlink Capital,Northlink Capital,73,83,90,55,90,0,0,0,0,56,47,Emerging Watchlist,Miami / Florida,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,WealthManagement Real Estate,WealthManagement Real Estate,63,80,90,55,90,0,0,0,0,52,47,Emerging Watchlist,Miami / Florida,Multifamily,Other,None detected,None detected,Capital Inflow; acquisition; selective multifamily acquisition,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,UDR,UDR,73,79,90,55,90,0,0,0,0,56,47,Emerging Watchlist,Colorado,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Izo Capital,Izo Capital,63,83,90,35,90,0,0,0,0,52,45,Emerging Watchlist,Other / Unknown,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Alliance Residential,Alliance Residential,73,81,90,35,90,0,0,0,0,56,45,Emerging Watchlist,Other / Unknown,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,61,78,75,55,70,0,0,0,0,47,42,Emerging Watchlist,Atlanta / Georgia,Student Housing,Other,None detected,None detected,Capital Outflow / Exit; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-03,20260803-000001-042fe61b,2026-08-03 00:00:01,Equity Residential,Equity Residential,51,78,0,55,90,0,0,0,0,20,31,Low Signal,National,Apartment,Other,None detected,None detected,market expansion; stable platform monitoring,None detected,None detected,Low,No clear partnership signal,Stable,Selective residential growth,General developer monitoring,Monitor only,Medium,Institutional Capital Magnet
