run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,California,Apartment,21,19,12,93.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Los Angeles,Affordable Housing,14,14,9,97.6,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,National / Other,Multifamily,33,16,6,72.3,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Arizona,Apartment,8,7,4,88.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Phoenix,Apartment,8,7,4,88.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Southeast,Student Housing,9,7,2,80.2,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Florida,Apartment,7,6,3,88.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Seattle,Affordable Housing,3,3,1,89.3,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Texas,Apartment,6,3,0,69.3,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Austin,Apartment,1,1,0,100.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Dallas,Apartment,3,1,0,65.3,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,New York,Multifamily,1,0,1,68.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-14,20260614-000904-0228c830,2026-06-14 00:09:04,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
