run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0161,Refinancing - California - Affinius Lends $120M to Refinance Luxury Multifamily Apartments in San Diegos’s Kearny Mes...,California,San Diego,Apartment,JLL,2026-06-14,2026-06-14,5,5,Refinancing / Recapitalization,Refinancing / Recapitalization,100,60,0,0,4,0,0,Newly Detected,Medium Stall Risk,94,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0102,Construction Financing - Los Angeles / California - MMCC Arranges $85M Construction Loan for Beverly Hills Mixed-Use,California,Los Angeles,Mixed-Use Residential,Marcus & Millichap,2026-06-14,2026-06-14,16,6,Refinancing / Recapitalization; Unknown Stage; Unknown Stage,Refinancing / Recapitalization,98,48,0,16,6,0,0,Persistent Same Stage,Low Stall Risk,92,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0055,Construction Financing - Beverly Hills / California - MMCC Arranges $85M in Construction Financing for Beverly Hills Mixed-Use Project,California,Beverly Hills,Mixed-Use Residential,Marcus & Millichap,2026-06-14,2026-06-14,5,5,Unknown Stage,Unknown Stage,95,46,0,5,0,0,0,Unknown,Low Stall Risk,90,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0156,Disposition / Exit - Phoenix / Arizona - Quarterra Multifamily Sells Upscale Multifamily Asset Residences Kierland in Scottsdale,Unknown,Phoenix,Apartment,Quarterra,2026-06-14,2026-06-14,14,5,Site Acquisition / Site Control; Site Acquisition / Site Control; Site Acquisition / Site Control,Site Acquisition / Site Control,98,36,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,90,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0057,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,Apartment,CBRE,2026-06-14,2026-06-14,22,9,Unknown Stage; Unknown Stage,Unknown Stage,100,32,0,0,0,0,6,Unknown,Low Stall Risk,90,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0049,Refinancing - Atlanta / Georgia - QuadReal Property Group Provides $64M Refi for Miss. State Student Housing,Unknown,Atlanta,Student Housing,JLL,2026-06-14,2026-06-14,5,5,Delivery / Opening,Delivery / Opening,93,39,0,0,4,0,0,Mature / Operating,Low Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0099,"Acquisition - Los Angeles / California - World Cup descends on L.A., CicLAvia on June 28, and more",California,Los Angeles,Affordable Housing,Brookfield,2026-06-14,2026-06-14,6,6,Unknown Stage,Unknown Stage,100,26,0,0,0,0,0,Newly Detected,Low Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0053,Construction Financing - Atlanta / Georgia - East Bank Developer Inks $80M Construction Loan,Unknown,Atlanta,Affordable Housing,Unknown,2026-06-14,2026-06-14,9,3,Refinancing / Recapitalization; Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,85,55,0,9,6,0,0,Persistent Same Stage,Medium Stall Risk,86,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0050,Acquisition - Atlanta / Georgia - The Scion Group Continues Student Housing Spree With $1.5B Acquisition,Unknown,Atlanta,Student Housing,Scion Group,2026-06-14,2026-06-14,5,5,Unknown Stage,Unknown Stage,82,30,0,0,0,0,0,Unknown,Low Stall Risk,84,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0106,Entitlement / Permitting - Los Angeles / California - 77-unit affordable housing complex proposed at 8811 Reading Ave. in Westchester,California,Los Angeles,Apartment,Unknown,2026-06-14,2026-06-14,11,3,Early Site Signal; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage,Early Site Signal,84,38,11,0,0,0,0,Persistent Same Stage,Low Stall Risk,83,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0160,BTR / Build-to-Rent - Phoenix / Arizona - Porter Kyle Builders Names Industry Veteran John Rowland Vice President of Construction,Unknown,Phoenix,Apartment,Unknown,2026-06-14,2026-06-14,9,3,Site Acquisition / Site Control; Refinancing / Recapitalization; Delivery / Opening,Site Acquisition / Site Control,73,55,0,9,3,0,0,Mature / Operating,Medium Stall Risk,82,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0131,Refinancing - Other / Unknown - Berkadia Arranges $35.2M Refinancing for Multifamily Property in Suburban Detroit,Unknown,Unknown,Apartment,Berkadia,2026-06-14,2026-06-14,7,6,,Unknown Stage,88,49,0,0,7,1,2,Newly Detected,Low Stall Risk,79,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0170,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Unknown,South Florida,Apartment,Berkadia,2026-06-14,2026-06-14,8,4,Unknown Stage; Unknown Stage,Unknown Stage,88,48,0,8,0,0,0,Unknown,Low Stall Risk,79,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0059,Refinancing - California - Affinius Lends $120M to Refinance Luxury Multifamily Apartments in San Diegos’s Kearny Mes...,California,California,Apartment,JLL,2026-06-14,2026-06-14,31,10,Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,64,32,0,31,17,2,10,Persistent Same Stage,Low Stall Risk,79,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0061,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,Affordable Housing,PEF Advisors,2026-06-14,2026-06-14,11,10,Refinancing / Recapitalization,Refinancing / Recapitalization,63,27,0,0,9,1,2,Persistent Same Stage,Low Stall Risk,78,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0175,Refinancing - Southeast - JLL Secures $64M Refinancing for 820-Bed Student Housing Community Near Mississippi State...,Southeast,Southeast,Student Housing,JLL,2026-06-14,2026-06-14,10,8,Refinancing / Recapitalization,Refinancing / Recapitalization,82,52,0,0,10,1,3,Persistent Same Stage,Medium Stall Risk,77,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0145,Refinancing - Other / Unknown - Student Quarters Secures $64M Refinancing for Mississippi Multifamily Student Community Vi...,Unknown,Unknown,Student Housing,JLL,2026-06-14,2026-06-14,7,6,,Unknown Stage,84,48,0,0,7,1,2,Newly Detected,Low Stall Risk,77,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-06-14,20260614-000904-0228c830,PRJ-20260614-0176,"Acquisition - Florida - BCIP Acquires 32.6 Acres on Florida’s Space Coast, Plans Grocery-Anchored Mixed-Use Develo...",Florida,Southeast,Mixed-Use Residential,Unknown,2026-06-14,2026-06-14,4,4,Site Acquisition / Site Control,Site Acquisition / Site Control,69,38,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
