run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-002,Refinancing / Maturity Window,California,Apartment,Fannie Mae,Fannie Mae,Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,No explicit timing reference,Unknown Timing,79,Medium,Refinancing / Maturity Window,Westphal Company Lands $56M Refi for San Diego Apartments,Commercial Observer,https://commercialobserver.com/2026/08/westphal-san-diego-multifamily-northmarq-fannie-mae/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-004,Acquisition Window,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-015,Refinancing / Maturity Window,Houston / Texas,Multifamily,Unknown,northmarq,Refinancing - Houston / Texas - Northmarq Arranges Refinance for 342-Unit Mid-Rise Multifamily Community in Houston,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window; refinance,Northmarq Arranges Refinance for 342-Unit Mid-Rise Multifamily Community in Houston,Yield PRO,https://yieldpro.com/2026/08/the-mill-residences/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-012,Refinancing / Maturity Window,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,Connect CRE South Florida,https://www.connectcre.com/stories/baron-property-group-closes-on-226-5m-refi-for-hialeah-apartment-community/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-037,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-038,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-039,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-040,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-044,Distress Sale Timing,California,Apartment,JLL,JLL,Construction Financing - California - CEDARst Closes on Construction Loan for Sixth San Diego Multifamily,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,CEDARst Closes on Construction Loan for Sixth San Diego Multifamily,,https://www.connectcre.com/stories/cedarst-closes-on-construction-loan-for-sixth-san-diego-multifamily/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-045,Distress Sale Timing,California,Apartment,Fannie Mae,Fannie Mae,Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,Westphal Company Lands $56M Refi for San Diego Apartments,,https://commercialobserver.com/2026/08/westphal-san-diego-multifamily-northmarq-fannie-mae/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-008,Entitlement / Permitting,California,Mixed-Use Residential,Unknown,Unknown,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,No explicit timing reference,Unknown Timing,70,Medium,Entitlement / Permitting; permitting,Monterey Park approves upsized project at 114 E. Garvey Avenue,Urbanize LA,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-001,Acquisition Window,Los Angeles / California,Apartment,Walker & Dunlop,Freddie Mac,Acquisition - Los Angeles / California - Walker & Dunlop Provides $33.2M Agency Acquisition Loan for Los Angeles Multifamily Commun...,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Walker & Dunlop Provides $33.2M Agency Acquisition Loan for Los Angeles Multifamily Community,REBusiness Online,https://rebusinessonline.com/walker-dunlop-secures-33-2m-agency-acquisition-loan-for-los-angeles-multifamily-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-003,Acquisition Window,Los Angeles / California,Apartment,Walker & Dunlop,Freddie Mac,Acquisition - Los Angeles / California - Walker & Dunlop Arranges $33.2M Acquisition Loan for Los Angeles Multifamily Rental Commun...,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Walker & Dunlop Arranges $33.2M Acquisition Loan for Los Angeles Multifamily Rental Community,Yield PRO,https://yieldpro.com/2026/08/wilshire-corridor/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-005,Acquisition Window,Other / Unknown,Apartment,CBRE,CBRE,"Acquisition - Other / Unknown - CBRE Negotiates $3.9M Sale of Riverwood Apartments in Mauston, Wisconsin",No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,"CBRE Negotiates $3.9M Sale of Riverwood Apartments in Mauston, Wisconsin",REBusiness Online,https://rebusinessonline.com/cbre-negotiates-3-9m-sale-of-riverwood-apartments-in-mauston-wisconsin/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-006,Acquisition Window,San Francisco / California,Apartment,Unknown,Unknown,"Acquisition - San Francisco / California - Sack Capital, Align Finance Close Financing for Two Step Up Housing Acquisitions",No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,"Sack Capital, Align Finance Close Financing for Two Step Up Housing Acquisitions",Connect CRE,https://www.connectcre.com/stories/sack-capital-align-finance-close-financing-for-two-step-up-housing-acquisitions/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-16,20260816-231937-edf9f4c2,TIM-20260816-011,Entitlement / Permitting,Los Angeles / California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - Los Angeles / California - L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,No explicit timing reference,Unknown Timing,65,Medium,Entitlement / Permitting; permitting; planning commission,L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,Urbanize LA,https://la.urbanize.city/post/la-city-planning-commission-approves-379-apartments-3200-s-la-cienega-blvd,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
