run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Apartment,39,27,16,33,85.7,Other / Unknown,Institutional Flow,Walker & Dunlop,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Affordable Housing,6,6,5,5,91.8,Los Angeles / California,Developer Strategy,High Street Residential,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Multifamily,18,4,1,9,68.3,Other / Unknown,Developer Strategy,AvalonBay,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Student Housing,4,2,1,4,82.0,Los Angeles / California,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Office-to-Residential Conversion,1,1,1,1,100.0,Los Angeles / California,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,BTR / Single-Family Rental,1,1,0,1,85.0,Phoenix / Arizona,Supply Pressure,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Senior Housing,3,3,3,3,84.0,Other / Unknown,Developer Strategy,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Mixed-Use Residential,5,2,1,4,78.2,California,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,General Residential,5,0,2,5,57.0,California,Developer Strategy,Greystar,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Workforce Housing,1,0,1,1,61.0,National,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
