run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-002,California,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,Unknown,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,70,70,Relevant to California entitlement monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Monterey Park approves upsized project at 114 E. Garvey Avenue,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-001,Los Angeles,23 homes coming to Uptown Newport Village,,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,70,70,Relevant to California entitlement monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,23 homes coming to Uptown Newport Village,https://la.urbanize.city/post/23-homes-coming-uptown-newport-village,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-003,California,"New Building Permits Filed For Sac Bee Townhomes, Sacramento",,General Residential,Building Permit / Construction Permit,Permitted,20,60,56,Relevant to California entitlement monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,"New Building Permits Filed For Sac Bee Townhomes, Sacramento",https://sfyimby.com/2026/08/new-building-permits-filed-for-sac-bee-townhomes-sacramento.html,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-004,Los Angeles,L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,,Affordable Housing,Planning Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,https://la.urbanize.city/post/la-city-planning-commission-approves-379-apartments-3200-s-la-cienega-blvd,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-005,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-006,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Residential conversion planned for office building at 1650 S. Westwood Blvd.,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Residential conversion planned for office building at 1650 S. Westwood Blvd.,https://la.urbanize.city/post/residential-conversion-planned-office-building-1650-s-westwood-blvd,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - 405 apartments take shape at 6728 Sepulveda Blvd. in Van Nuys,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",405 apartments take shape at 6728 Sepulveda Blvd. in Van Nuys,https://la.urbanize.city/post/405-apartments-take-shape-6728-sepulveda-blvd-van-nuys,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-010,San Francisco,"Entitlement / Permitting - San Francisco / California - Permits Filed For 2740 McAllister Street, San Francisco",Unknown,Apartment,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Permits Filed For 2740 McAllister Street, San Francisco",https://sfyimby.com/2026/08/permits-filed-for-2740-mcallister-street-san-francisco.html,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-007,Los Angeles,"With Illinois' Senior Population Set To Grow By 40%, Developers Are Facing A Financing Puzzle",Unknown,Senior Housing,Density Bonus / TOC,Unknown Stage,28,38,35,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"With Illinois' Senior Population Set To Grow By 40%, Developers Are Facing A Financing Puzzle",https://www.bisnow.com/news/chicago/senior-housing/illinois-senior-population-growth-developers-face-financing-puzzle,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-008,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Fresh renderings for Watts Towers Art Center revamp,Unknown,General Residential,Office-to-Residential Conversion,Unknown Stage,28,32,33,Low relevance,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Fresh renderings for Watts Towers Art Center revamp,https://la.urbanize.city/post/fresh-renderings-watts-towers-art-center-revamp,Low
2026-08-16,20260816-231937-edf9f4c2,LAW-20260816-011,San Francisco,Entitlement / Permitting - San Francisco / California - New Developer to Push Forward on Housing at 400 Divisadero Street in San Francisco,Greystar,General Residential,Entitlement Approval,Unknown Stage,28,25,31,Low relevance,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",New Developer to Push Forward on Housing at 400 Divisadero Street in San Francisco,https://sfyimby.com/2026/08/new-developer-to-push-forward-on-developing-400-divisadero-street-in-san-francisco.html,Low
