run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,California,Apartment,24,18,12,85.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Los Angeles,Apartment,14,10,9,84.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,National / Other,Multifamily,32,17,8,74.3,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Southeast,Apartment,10,7,3,78.7,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Florida,Apartment,6,5,1,82.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Texas,Apartment,4,4,2,90.8,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Arizona,Apartment,4,3,3,78.5,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Phoenix,Apartment,4,3,3,78.5,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,New York,Affordable Housing,3,3,2,83.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Dallas,Apartment,2,2,1,88.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Austin,Apartment,1,1,1,87.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Seattle,Apartment,1,1,0,82.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-16,20260816-231937-edf9f4c2,2026-08-16 23:19:37,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
