run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Apartment,31,20,12,24,83.4,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Affordable Housing,7,6,1,7,89.3,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Multifamily,19,5,4,9,65.8,Other / Unknown,Developer Strategy,Kennedy Wilson,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Office-to-Residential Conversion,4,4,2,4,91.5,New York,Developer Strategy,JLL,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,BTR / Single-Family Rental,1,1,1,1,100.0,Dallas / Texas,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Workforce Housing,1,1,1,1,100.0,Los Angeles / California,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Student Housing,1,1,1,1,84.0,Arizona,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Mixed-Use Residential,10,7,4,9,81.4,Miami / Florida,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Senior Housing,3,1,0,2,66.0,Dallas / Texas,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,General Residential,2,0,1,2,56.0,New York,Financing Risk,JLL,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
