run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-7BF2FDE2D0,DCL-20260911-001,90,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Acquisition - Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Acquisition - Freddie Mac - California,Acquisition,California,Apartment,Freddie Mac,Freddie Mac,,$88 million,$88 million,1,1,1,Connect CRE Orange County,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,89
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-F1FE8622E6,DCL-20260911-008,90,Acquisition - Las Vegas / Nevada - BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,Acquisition - Acquisition - Las Vegas / Nevada - BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,Acquisition - Freddie Mac - Los Angeles,Acquisition,Las Vegas / Nevada,Multifamily,Freddie Mac,Freddie Mac,,$71M; $71M; $71 million,$71M,1,1,1,REBusiness Online,BWE Secures $71M in Acquisition Financing for Las Vegas Multifamily Portfolio,Las Vegas / Nevada,75
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-C311F38C84,DCL-20260911-012,90,Acquisition - New York - Kite Realty Trust Trades Grocery-Anchored White Plains Retail for $50M,Acquisition - Acquisition - New York - Kite Realty Trust Trades Grocery-Anchored White Plains Retail for $50M,Acquisition - JLL - New York,Acquisition,New York,General Residential,JLL,JLL,,$50M; $50M; $50,$50m,1,1,1,Connect CRE,Kite Realty Trust Trades Grocery-Anchored White Plains Retail for $50M,New York,71
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-8316C3FE88,DCL-20260911-004,90,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Construction Financing - Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Construction Financing - Berkadia - Berkadia - Sun Belt,Construction Financing,Miami / Florida,Apartment,Berkadia,Berkadia,,$58M; $58M; $58 million,$58M,1,1,1,Connect CRE South Florida,Development Group Inks $58M Construction Loan for Coconut Grove Condos,Miami / Florida,85
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-1896018B02,DCL-20260911-013,90,"Construction Financing - Miami / Florida - Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail","Construction Financing - Construction Financing - Miami / Florida - Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail",Construction Financing - Berkadia - Berkadia - Sun Belt,Construction Financing,Miami / Florida,General Residential,Berkadia,Berkadia,,$118.6M; $118.6M; $118.6 million,$118.6M,1,1,1,Connect CRE South Florida,"Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail",Miami / Florida,69
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-73E1BE94CB,DCL-20260911-010,90,"Office-to-Residential Conversion - Colorado - JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado","Office-to-Residential Conversion - Office-to-Residential Conversion - Colorado - JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado",Office-to-Residential Conversion - JLL - Colorado,Office-to-Residential Conversion,Colorado,Office-to-Residential Conversion,JLL,JLL,,$41.2M; $41.2 million; $41.2M,$41.2m,1,1,1,REBusiness Online,"JLL Negotiates $41.2M Sale of Stanley Marketplace in Aurora, Colorado",Colorado,74
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-0CE58C85A9,DCL-20260911-002,80,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail","Acquisition - Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",Acquisition - Brookfield - Sun Belt,Acquisition,Phoenix / Arizona,Mixed-Use Residential,Brookfield,Unknown,261 units,,,1,1,1,Connect CRE Phoenix,"Evergreen Building Mesa Apartments, Retail",Phoenix / Arizona,85
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-CE38A4F92B,DCL-20260911-003,80,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,Acquisition - Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,Acquisition - Marcus & Millichap - California,Acquisition,California,Apartment,Marcus & Millichap,Unknown,,$12.6 million; $12.6 million,$12.6 million,1,1,1,Connect CRE,MMCC Arranges Financing for Orange Multifamily Acquisition,California,85
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-5F0D33BA84,DCL-20260911-005,80,"Construction Financing - Other / Unknown - Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build","Construction Financing - Construction Financing - Other / Unknown - Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build",Construction Financing - Affinius Capital - Other / Unknown,Construction Financing,Other / Unknown,Apartment,Affinius Capital,Unknown,130 units,$48M; $48M; $48m,$48M,1,1,1,Commercial Observer,"Affinius Capital, Axonic Capital Lend $48M for Suburban Boston Apartments Build",Other / Unknown,77
2026-09-11,20260911-005121-ae902a35,2026-09-11 00:51:21,DFP-28537BB825,DCL-20260911-014,80,Disposition / Exit - Los Angeles / California - Marcus & Millichap Arranges $5.4M Sale and $3.8M Financing of 20-Unit Multifamily Property...,Disposition / Exit - Disposition / Exit - Los Angeles / California - Marcus & Millichap Arranges $5.4M Sale and $3.8M Financing of 20-Unit Multifamily Property...,Disposition / Exit - Marcus & Millichap - Los Angeles,Disposition / Exit,Los Angeles / California,Multifamily,Marcus & Millichap,Unknown,,$5.4M; $3.8M; $5.4 million,$5.4M,1,1,1,Yield PRO,Marcus & Millichap Arranges $5.4M Sale and $3.8M Financing of 20-Unit Multifamily Property in Los Angeles,Los Angeles / California,66
